f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
9.95	0.43	0.83	0.43	0.83	1.94	1.94	-29.34	-3.20	50.46	0.23	0.12	0.93	0.05	0.01	18.56	0.23	18.33	-0.01
9.96	0.38	0.88	0.38	0.88	2.32	2.32	-31.30	-3.20	49.88	0.22	0.11	0.94	0.05	0.01	19.51	0.22	19.29	-0.01
9.97	0.32	0.93	0.32	0.93	2.88	2.88	-33.13	-3.20	49.42	0.22	0.10	0.94	0.05	0.01	20.40	0.22	20.18	-0.00
9.98	0.26	0.98	0.26	0.98	3.80	3.80	-34.72	-3.20	49.07	0.22	0.09	0.94	0.05	0.01	21.17	0.22	20.96	-0.00
9.99	0.18	1.01	0.18	1.01	5.58	5.58	-35.96	-3.20	48.83	0.22	0.08	0.95	0.05	0.01	21.78	0.22	21.57	-0.00
10.00	0.10	1.03	0.10	1.03	10.46	10.46	-36.78	-3.20	48.68	0.22	0.08	0.95	0.05	0.01	22.18	0.21	21.97	-0.00
10.01	0.01	1.04	0.01	1.04	83.53	83.53	-37.12	-3.20	48.63	0.22	0.08	0.95	0.05	0.01	22.35	0.21	22.14	-0.00
10.02	-0.07	1.04	-0.07	1.04	-13.97	-13.97	-36.93	-3.20	48.66	0.22	0.08	0.95	0.05	0.01	22.25	0.21	22.04	-0.00
10.03	-0.16	1.02	-0.16	1.02	-6.45	-6.45	-36.25	-3.20	48.78	0.22	0.08	0.95	0.05	0.01	21.92	0.21	21.71	-0.00
10.04	-0.23	0.98	-0.23	0.98	-4.19	-4.19	-35.12	-3.20	48.99	0.22	0.09	0.94	0.05	0.01	21.36	0.21	21.16	-0.00
10.05	-0.30	0.94	-0.30	0.94	-3.11	-3.11	-33.64	-3.20	49.30	0.22	0.09	0.94	0.05	0.01	20.64	0.21	20.43	-0.00
10.06	-0.36	0.89	-0.36	0.89	-2.47	-2.47	-31.89	-3.20	49.72	0.22	0.10	0.94	0.05	0.01	19.78	0.22	19.57	-0.00
10.07	-0.41	0.84	-0.41	0.84	-2.05	-2.05	-29.98	-3.20	50.26	0.22	0.11	0.94	0.05	0.01	18.85	0.22	18.64	-0.01
10.08	-0.45	0.78	-0.45	0.78	-1.75	-1.75	-27.99	-3.20	50.92	0.23	0.13	0.93	0.05	0.02	17.89	0.23	17.67	-0.01
10.09	-0.47	0.72	-0.47	0.72	-1.53	-1.53	-25.99	-3.20	51.70	0.23	0.14	0.93	0.05	0.02	16.93	0.23	16.71	-0.01
10.10	-0.49	0.67	-0.49	0.67	-1.36	-1.36	-24.05	-3.20	52.59	0.23	0.16	0.92	0.05	0.03	16.00	0.24	15.77	-0.01
10.11	-0.51	0.62	-0.51	0.62	-1.22	-1.22	-22.20	-3.20	53.54	0.24	0.18	0.91	0.06	0.03	15.12	0.25	14.88	-0.02
10.12	-0.51	0.57	-0.51	0.57	-1.11	-1.11	-20.45	-3.20	54.51	0.25	0.19	0.90	0.06	0.04	14.31	0.27	14.06	-0.02
10.13	-0.52	0.52	-0.52	0.52	-1.01	-1.01	-18.83	-3.20	55.42	0.25	0.21	0.89	0.06	0.04	13.56	0.29	13.29	-0.03
10.14	-0.51	0.48	-0.51	0.48	-0.94	-0.94	-17.34	-3.20	56.16	0.26	0.23	0.88	0.07	0.05	12.88	0.31	12.60	-0.03
10.15	-0.51	0.44	-0.51	0.44	-0.87	-0.87	-15.97	-3.20	56.64	0.28	0.24	0.87	0.08	0.06	12.27	0.34	11.97	-0.04
10.16	-0.50	0.41	-0.50	0.41	-0.81	-0.81	-14.73	-3.20	56.75	0.29	0.26	0.85	0.08	0.07	11.73	0.38	11.40	-0.05
10.17	-0.49	0.38	-0.49	0.38	-0.76	-0.76	-13.60	-3.20	56.41	0.30	0.27	0.83	0.09	0.07	11.25	0.42	10.89	-0.06
10.18	-0.49	0.35	-0.49	0.35	-0.72	-0.72	-12.57	-3.20	55.57	0.32	0.28	0.82	0.10	0.08	10.82	0.46	10.44	-0.08
10.19	-0.48	0.32	-0.48	0.32	-0.68	-0.68	-11.64	-3.20	54.22	0.34	0.30	0.80	0.11	0.09	10.46	0.52	10.03	-0.10
10.20	-0.46	0.30	-0.46	0.30	-0.64	-0.64	-10.79	-3.20	52.41	0.35	0.31	0.78	0.12	0.09	10.13	0.58	9.67	-0.12
10.21	-0.45	0.28	-0.45	0.28	-0.61	-0.61	-10.03	-3.20	50.20	0.37	0.32	0.76	0.14	0.10	9.86	0.65	9.35	-0.14
10.22	-0.44	0.26	-0.44	0.26	-0.58	-0.58	-9.33	-3.20	47.70	0.39	0.32	0.74	0.15	0.11	9.62	0.72	9.06	-0.17
10.23	-0.43	0.24	-0.43	0.24	-0.55	-0.55	-8.70	-3.20	45.02	0.41	0.33	0.72	0.17	0.11	9.42	0.81	8.81	-0.20
10.24	-0.42	0.22	-0.42	0.22	-0.53	-0.53	-8.12	-3.20	42.25	0.43	0.34	0.70	0.19	0.11	9.24	0.89	8.58	-0.23
10.25	-0.41	0.21	-0.41	0.21	-0.51	-0.51	-7.60	-3.20	39.48	0.45	0.34	0.68	0.20	0.12	9.10	0.99	8.37	-0.26
10.26	-0.40	0.20	-0.40	0.20	-0.49	-0.49	-7.12	-3.20	36.77	0.47	0.34	0.66	0.22	0.12	8.98	1.09	8.19	-0.30
10.27	-0.39	0.18	-0.39	0.18	-0.47	-0.47	-6.68	-3.20	34.18	0.49	0.35	0.64	0.24	0.12	8.88	1.20	8.02	-0.34
10.28	-0.38	0.17	-0.38	0.17	-0.45	-0.45	-6.28	-3.20	31.73	0.51	0.35	0.62	0.26	0.12	8.80	1.31	7.87	-0.38
10.29	-0.37	0.16	-0.37	0.16	-0.44	-0.44	-5.91	-3.20	29.44	0.53	0.35	0.60	0.28	0.12	8.74	1.43	7.73	-0.42
10.30	-0.36	0.15	-0.36	0.15	-0.42	-0.42	-5.58	-3.20	27.32	0.55	0.35	0.58	0.30	0.12	8.70	1.55	7.61	-0.46
10.31	-0.35	0.14	-0.35	0.14	-0.41	-0.41	-5.26	-3.20	25.37	0.57	0.35	0.56	0.32	0.12	8.67	1.67	7.50	-0.51
10.32	-0.34	0.14	-0.34	0.14	-0.39	-0.39	-4.98	-3.20	23.58	0.58	0.35	0.54	0.34	0.12	8.65	1.80	7.40	-0.55
10.33	-0.34	0.13	-0.34	0.13	-0.38	-0.38	-4.71	-3.20	21.94	0.60	0.35	0.52	0.36	0.12	8.64	1.93	7.31	-0.60
10.34	-0.33	0.12	-0.33	0.12	-0.37	-0.37	-4.47	-3.20	20.44	0.61	0.34	0.50	0.38	0.12	8.64	2.06	7.23	-0.64
10.35	-0.32	0.12	-0.32	0.12	-0.36	-0.36	-4.24	-3.20	19.08	0.63	0.34	0.49	0.40	0.12	8.65	2.19	7.15	-0.69
10.36	-0.31	0.11	-0.31	0.11	-0.35	-0.35	-4.03	-3.20	17.83	0.64	0.34	0.47	0.41	0.11	8.67	2.33	7.08	-0.74
10.37	-0.31	0.10	-0.31	0.10	-0.34	-0.34	-3.84	-3.20	16.70	0.66	0.34	0.45	0.43	0.11	8.70	2.46	7.02	-0.78
10.38	-0.30	0.10	-0.30	0.10	-0.33	-0.33	-3.65	-3.20	15.66	0.67	0.33	0.44	0.45	0.11	8.73	2.60	6.96	-0.83
10.39	-0.29	0.09	-0.29	0.09	-0.32	-0.32	-3.48	-3.20	14.71	0.68	0.33	0.42	0.47	0.11	8.77	2.73	6.90	-0.87
10.40	-0.29	0.09	-0.29	0.09	-0.31	-0.31	-3.33	-3.20	13.84	0.70	0.33	0.41	0.48	0.11	8.81	2.87	6.85	-0.91
10.41	-0.28	0.09	-0.28	0.09	-0.31	-0.31	-3.18	-3.20	13.04	0.71	0.32	0.40	0.50	0.10	8.86	3.01	6.81	-0.96
10.42	-0.27	0.08	-0.27	0.08	-0.30	-0.30	-3.04	-3.20	12.31	0.72	0.32	0.38	0.52	0.10	8.91	3.14	6.76	-1.00
10.43	-0.27	0.08	-0.27	0.08	-0.29	-0.29	-2.91	-3.20	11.64	0.73	0.32	0.37	0.53	0.10	8.96	3.28	6.72	-1.04
10.44	-0.26	0.08	-0.26	0.08	-0.28	-0.28	-2.79	-3.20	11.02	0.74	0.31	0.36	0.54	0.10	9.02	3.42	6.68	-1.08
10.45	-0.26	0.07	-0.26	0.07	-0.28	-0.28	-2.67	-3.20	10.44	0.75	0.31	0.35	0.56	0.10	9.08	3.55	6.65	-1.12
10.46	-0.25	0.07	-0.25	0.07	-0.27	-0.27	-2.57	-3.20	9.91	0.76	0.31	0.33	0.57	0.09	9.14	3.68	6.62	-1.16
10.47	-0.25	0.07	-0.25	0.07	-0.27	-0.27	-2.46	-3.20	9.42	0.76	0.30	0.32	0.58	0.09	9.21	3.82	6.59	-1.19
10.48	-0.24	0.06	-0.24	0.06	-0.26	-0.26	-2.37	-3.20	8.97	0.77	0.30	0.31	0.60	0.09	9.28	3.95	6.56	-1.23
10.49	-0.24	0.06	-0.24	0.06	-0.26	-0.26	-2.28	-3.20	8.55	0.78	0.29	0.30	0.61	0.09	9.35	4.08	6.53	-1.26
10.50	-0.23	0.06	-0.23	0.06	-0.25	-0.25	-2.19	-3.20	8.15	0.79	0.29	0.29	0.62	0.08	9.42	4.21	6.50	-1.30
10.51	-0.23	0.06	-0.23	0.06	-0.25	-0.25	-2.11	-3.20	7.79	0.79	0.29	0.29	0.63	0.08	9.49	4.34	6.48	-1.33
10.52	-0.23	0.05	-0.23	0.05	-0.24	-0.24	-2.04	-3.20	7.45	0.80	0.28	0.28	0.64	0.08	9.56	4.47	6.46	-1.36
10.53	-0.22	0.05	-0.22	0.05	-0.24	-0.24	-1.97	-3.20	7.13	0.81	0.28	0.27	0.65	0.08	9.64	4.60	6.44	-1.39
10.54	-0.22	0.05	-0.22	0.05	-0.23	-0.23	-1.90	-3.20	6.83	0.81	0.28	0.26	0.66	0.08	9.71	4.72	6.42	-1.42
10.55	-0.21	0.05	-0.21	0.05	-0.23	-0.23	-1.83	-3.20	6.55	0.82	0.27	0.25	0.67	0.08	9.79	4.85	6.40	-1.45
10.56	-0.21	0.05	-0.21	0.05	-0.22	-0.22	-1.77	-3.20	6.29	0.83	0.27	0.25	0.68	0.07	9.86	4.97	6.38	-1.48
10.57	-0.21	0.05	-0.21	0.05	-0.22	-0.22	-1.71	-3.20	6.04	0.83	0.27	0.24	0.69	0.07	9.94	5.09	6.36	-1.51
10.58	-0.20	0.04	-0.20	0.04	-0.22	-0.22	-1.66	-3.20	5.81	0.84	0.26	0.23	0.70	0.07	10.02	5.21	6.34	-1.54
10.59	-0.20	0.04	-0.20	0.04	-0.21	-0.21	-1.60	-3.20	5.59	0.84	0.26	0.22	0.71	0.07	10.10	5.33	6.33	-1.56
10.60	-0.20	0.04	-0.20	0.04	-0.21	-0.21	-1.55	-3.20	5.38	0.85	0.26	0.22	0.71	0.07	10.17	5.45	6.31	-1.59
10.61	-0.19	0.04	-0.19	0.04	-0.21	-0.21	-1.51	-3.20	5.19	0.85	0.26	0.21	0.72	0.07	10.25	5.56	6.30	-1.61
10.62	-0.19	0.04	-0.19	0.04	-0.20	-0.20	-1.46	-3.20	5.00	0.85	0.25	0.21	0.73	0.06	10.33	5.68	6.29	-1.64
10.63	-0.19	0.04	-0.19	0.04	-0.20	-0.20	-1.42	-3.20	4.83	0.86	0.25	0.20	0.74	0.06	10.41	5.79	6.27	-1.66
10.64	-0.19	0.04	-0.19	0.04	-0.20	-0.20	-1.37	-3.20	4.66	0.86	0.25	0.20	0.74	0.06	10.49	5.91	6.26	-1.68
10.65	-0.18	0.04	-0.18	0.04	-0.19	-0.19	-1.33	-3.20	4.51	0.87	0.24	0.19	0.75	0.06	10.56	6.02	6.25	-1.70
10.66	-0.18	0.03	-0.18	0.03	-0.19	-0.19	-1.30	-3.20	4.36	0.87	0.24	0.19	0.76	0.06	10.64	6.13	6.24	-1.72
10.67	-0.18	0.03	-0.18	0.03	-0.19	-0.19	-1.26	-3.20	4.22	0.87	0.24	0.18	0.76	0.06	10.72	6.24	6.23	-1.74
10.68	-0.17	0.03	-0.17	0.03	-0.18	-0.18	-1.22	-3.20	4.08	0.88	0.24	0.18	0.77	0.06	10.80	6.34	6.21	-1.76
10.69	-0.17	0.03	-0.17	0.03	-0.18	-0.18	-1.19	-3.20	3.95	0.88	0.23	0.17	0.77	0.05	10.87	6.45	6.20	-1.78
10.70	-0.17	0.03	-0.17	0.03	-0.18	-0.18	-1.16	-3.20	3.83	0.88	0.23	0.17	0.78	0.05	10.95	6.56	6.19	-1.80
10.71	-0.17	0.03	-0.17	0.03	-0.18	-0.18	-1.13	-3.20	3.72	0.89	0.23	0.16	0.78	0.05	11.03	6.66	6.19	-1.82
10.72	-0.16	0.03	-0.16	0.03	-0.17	-0.17	-1.10	-3.20	3.61	0.89	0.23	0.16	0.79	0.05	11.10	6.76	6.18	-1.83
10.73	-0.16	0.03	-0.16	0.03	-0.17	-0.17	-1.07	-3.20	3.50	0.89	0.22	0.16	0.79	0.05	11.18	6.86	6.17	-1.85
10.74	-0.16	0.03	-0.16	0.03	-0.17	-0.17	-1.04	-3.20	3.40	0.89	0.22	0.15	0.80	0.05	11.26	6.97	6.16	-1.87
10.75	-0.16	0.03	-0.16	0.03	-0.17	-0.17	-1.02	-3.20	3.30	0.90	0.22	0.15	0.80	0.05	11.33	7.06	6.15	-1.88
10.76	-0.16	0.03	-0.16	0.03	-0.17	-0.17	-0.99	-3.20	3.21	0.90	0.22	0.15	0.81	0.05	11.41	7.16	6.14	-1.90
10.77	-0.15	0.03	-0.15	0.03	-0.16	-0.16	-0.97	-3.20	3.12	0.90	0.21	0.14	0.81	0.05	11.48	7.26	6.13	-1.91
10.78	-0.15	0.02	-0.15	0.02	-0.16	-0.16	-0.94	-3.20	3.04	0.90	0.21	0.14	0.82	0.04	11.56	7.36	6.13	-1.93
10.79	-0.15	0.02	-0.15	0.02	-0.16	-0.16	-0.92	-3.20	2.96	0.91	0.21	0.14	0.82	0.04	11.63	7.45	6.12	-1.94
10.80	-0.15	0.02	-0.15	0.02	-0.16	-0.16	-0.90	-3.20	2.88	0.91	0.21	0.13	0.82	0.04	11.70	7.55	6.11	-1.96
10.81	-0.15	0.02	-0.15	0.02	-0.16	-0.16	-0.88	-3.20	2.81	0.91	0.21	0.13	0.83	0.04	11.78	7.64	6.11	-1.97
10.82	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.86	-3.20	2.73	0.91	0.20	0.13	0.83	0.04	11.85	7.73	6.10	-1.98
10.83	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.84	-3.20	2.67	0.91	0.20	0.12	0.83	0.04	11.92	7.82	6.09	-2.00
10.84	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.82	-3.20	2.60	0.92	0.20	0.12	0.84	0.04	11.99	7.91	6.09	-2.01
10.85	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.80	-3.20	2.54	0.92	0.20	0.12	0.84	0.04	12.06	8.00	6.08	-2.02
10.86	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.78	-3.20	2.47	0.92	0.20	0.12	0.84	0.04	12.13	8.09	6.07	-2.03
10.87	-0.14	0.02	-0.14	0.02	-0.15	-0.15	-0.76	-3.20	2.42	0.92	0.19	0.11	0.85	0.04	12.20	8.18	6.07	-2.04
10.88	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.75	-3.20	2.36	0.92	0.19	0.11	0.85	0.04	12.27	8.26	6.06	-2.05
10.89	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.73	-3.20	2.30	0.92	0.19	0.11	0.85	0.04	12.34	8.35	6.06	-2.07
10.90	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.72	-3.20	2.25	0.93	0.19	0.11	0.86	0.04	12.41	8.44	6.05	-2.08
10.91	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.70	-3.20	2.20	0.93	0.19	0.11	0.86	0.03	12.48	8.52	6.05	-2.09
10.92	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.69	-3.20	2.15	0.93	0.19	0.10	0.86	0.03	12.55	8.60	6.04	-2.10
10.93	-0.13	0.02	-0.13	0.02	-0.14	-0.14	-0.67	-3.20	2.10	0.93	0.18	0.10	0.86	0.03	12.62	8.68	6.04	-2.11
10.94	-0.13	0.02	-0.13	0.02	-0.13	-0.13	-0.66	-3.20	2.06	0.93	0.18	0.10	0.87	0.03	12.68	8.77	6.03	-2.12
10.95	-0.12	0.02	-0.12	0.02	-0.13	-0.13	-0.65	-3.20	2.01	0.93	0.18	0.10	0.87	0.03	12.75	8.85	6.03	-2.13
10.96	-0.12	0.02	-0.12	0.02	-0.13	-0.13	-0.63	-3.20	1.97	0.93	0.18	0.10	0.87	0.03	12.81	8.93	6.02	-2.13
10.97	-0.12	0.02	-0.12	0.02	-0.13	-0.13	-0.62	-3.20	1.93	0.94	0.18	0.09	0.87	0.03	12.88	9.01	6.02	-2.14
10.98	-0.12	0.02	-0.12	0.02	-0.13	-0.13	-0.61	-3.20	1.89	0.94	0.18	0.09	0.88	0.03	12.95	9.08	6.01	-2.15
10.99	-0.12	0.02	-0.12	0.02	-0.13	-0.13	-0.60	-3.20	1.85	0.94	0.17	0.09	0.88	0.03	13.01	9.16	6.01	-2.16
11.00	-0.12	0.01	-0.12	0.01	-0.13	-0.13	-0.59	-3.20	1.81	0.94	0.17	0.09	0.88	0.03	13.07	9.24	6.01	-2.17
11.01	-0.12	0.01	-0.12	0.01	-0.13	-0.13	-0.58	-3.20	1.78	0.94	0.17	0.09	0.88	0.03	13.14	9.31	6.00	-2.18
11.02	-0.12	0.01	-0.12	0.01	-0.12	-0.12	-0.56	-3.20	1.74	0.94	0.17	0.09	0.88	0.03	13.20	9.39	6.00	-2.19
11.03	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.55	-3.20	1.71	0.94	0.17	0.08	0.89	0.03	13.26	9.46	5.99	-2.19
11.04	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.54	-3.20	1.67	0.94	0.17	0.08	0.89	0.03	13.33	9.54	5.99	-2.20
11.05	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.53	-3.20	1.64	0.94	0.17	0.08	0.89	0.03	13.39	9.61	5.98	-2.21
11.06	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.52	-3.20	1.61	0.94	0.16	0.08	0.89	0.03	13.45	9.68	5.98	-2.22
11.07	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.52	-3.20	1.58	0.95	0.16	0.08	0.89	0.03	13.51	9.76	5.98	-2.22
11.08	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.51	-3.20	1.55	0.95	0.16	0.08	0.90	0.03	13.57	9.83	5.97	-2.23
11.09	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.50	-3.20	1.52	0.95	0.16	0.08	0.90	0.03	13.63	9.90	5.97	-2.24
11.10	-0.11	0.01	-0.11	0.01	-0.12	-0.12	-0.49	-3.20	1.49	0.95	0.16	0.08	0.90	0.03	13.69	9.97	5.97	-2.24
11.11	-0.11	0.01	-0.11	0.01	-0.11	-0.11	-0.48	-3.20	1.47	0.95	0.16	0.07	0.90	0.03	13.75	10.04	5.96	-2.25
11.12	-0.11	0.01	-0.11	0.01	-0.11	-0.11	-0.47	-3.20	1.44	0.95	0.16	0.07	0.90	0.02	13.81	10.11	5.96	-2.26
11.13	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.46	-3.20	1.42	0.95	0.16	0.07	0.90	0.02	13.87	10.17	5.96	-2.26
11.14	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.46	-3.20	1.39	0.95	0.15	0.07	0.91	0.02	13.93	10.24	5.95	-2.27
11.15	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.45	-3.20	1.37	0.95	0.15	0.07	0.91	0.02	13.98	10.31	5.95	-2.28
11.16	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.44	-3.20	1.34	0.95	0.15	0.07	0.91	0.02	14.04	10.38	5.95	-2.28
11.17	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.44	-3.20	1.32	0.95	0.15	0.07	0.91	0.02	14.10	10.44	5.94	-2.29
11.18	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.43	-3.20	1.30	0.95	0.15	0.07	0.91	0.02	14.15	10.51	5.94	-2.29
11.19	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.42	-3.20	1.28	0.96	0.15	0.07	0.91	0.02	14.21	10.57	5.94	-2.30
11.20	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.41	-3.20	1.26	0.96	0.15	0.06	0.91	0.02	14.27	10.64	5.93	-2.30
11.21	-0.10	0.01	-0.10	0.01	-0.11	-0.11	-0.41	-3.20	1.23	0.96	0.15	0.06	0.91	0.02	14.32	10.70	5.93	-2.31
11.22	-0.10	0.01	-0.10	0.01	-0.10	-0.10	-0.40	-3.20	1.21	0.96	0.15	0.06	0.92	0.02	14.38	10.76	5.93	-2.32
11.23	-0.10	0.01	-0.10	0.01	-0.10	-0.10	-0.40	-3.20	1.20	0.96	0.15	0.06	0.92	0.02	14.43	10.83	5.93	-2.32
11.24	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.39	-3.20	1.18	0.96	0.14	0.06	0.92	0.02	14.48	10.89	5.92	-2.33
11.25	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.38	-3.20	1.16	0.96	0.14	0.06	0.92	0.02	14.54	10.95	5.92	-2.33
11.26	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.38	-3.20	1.14	0.96	0.14	0.06	0.92	0.02	14.59	11.01	5.92	-2.34
11.27	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.37	-3.20	1.12	0.96	0.14	0.06	0.92	0.02	14.64	11.07	5.91	-2.34
11.28	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.37	-3.20	1.10	0.96	0.14	0.06	0.92	0.02	14.70	11.13	5.91	-2.35
11.29	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.36	-3.20	1.09	0.96	0.14	0.06	0.92	0.02	14.75	11.19	5.91	-2.35
11.30	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.36	-3.20	1.07	0.96	0.14	0.06	0.93	0.02	14.80	11.25	5.91	-2.35
11.31	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.35	-3.20	1.06	0.96	0.14	0.05	0.93	0.02	14.85	11.31	5.90	-2.36
11.32	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.35	-3.20	1.04	0.96	0.14	0.05	0.93	0.02	14.90	11.37	5.90	-2.36
11.33	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.34	-3.20	1.02	0.96	0.14	0.05	0.93	0.02	14.96	11.43	5.90	-2.37
11.34	-0.09	0.01	-0.09	0.01	-0.10	-0.10	-0.34	-3.20	1.01	0.96	0.14	0.05	0.93	0.02	15.01	11.48	5.90	-2.37
11.35	-0.09	0.01	-0.09	0.01	-0.09	-0.09	-0.33	-3.20	0.99	0.96	0.13	0.05	0.93	0.02	15.06	11.54	5.89	-2.38
11.36	-0.09	0.01	-0.09	0.01	-0.09	-0.09	-0.33	-3.20	0.98	0.96	0.13	0.05	0.93	0.02	15.11	11.60	5.89	-2.38
11.37	-0.09	0.01	-0.09	0.01	-0.09	-0.09	-0.32	-3.20	0.97	0.97	0.13	0.05	0.93	0.02	15.16	11.65	5.89	-2.39
11.38	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.32	-3.20	0.95	0.97	0.13	0.05	0.93	0.02	15.21	11.71	5.89	-2.39
11.39	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.31	-3.20	0.94	0.97	0.13	0.05	0.93	0.02	15.25	11.76	5.88	-2.39
11.40	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.31	-3.20	0.93	0.97	0.13	0.05	0.93	0.02	15.30	11.82	5.88	-2.40
11.41	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.31	-3.20	0.91	0.97	0.13	0.05	0.94	0.02	15.35	11.87	5.88	-2.40
11.42	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.30	-3.20	0.90	0.97	0.13	0.05	0.94	0.02	15.40	11.93	5.88	-2.41
11.43	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.30	-3.20	0.89	0.97	0.13	0.05	0.94	0.02	15.45	11.98	5.87	-2.41
11.44	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.29	-3.20	0.88	0.97	0.13	0.05	0.94	0.02	15.49	12.04	5.87	-2.41
11.45	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.29	-3.20	0.86	0.97	0.13	0.05	0.94	0.02	15.54	12.09	5.87	-2.42
11.46	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.29	-3.20	0.85	0.97	0.13	0.05	0.94	0.02	15.59	12.14	5.87	-2.42
11.47	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.28	-3.20	0.84	0.97	0.13	0.04	0.94	0.02	15.63	12.19	5.86	-2.42
11.48	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.28	-3.20	0.83	0.97	0.12	0.04	0.94	0.02	15.68	12.25	5.86	-2.43
11.49	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.28	-3.20	0.82	0.97	0.12	0.04	0.94	0.02	15.73	12.30	5.86	-2.43
11.50	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.27	-3.20	0.81	0.97	0.12	0.04	0.94	0.02	15.77	12.35	5.86	-2.43
11.51	-0.08	0.01	-0.08	0.01	-0.09	-0.09	-0.27	-3.20	0.80	0.97	0.12	0.04	0.94	0.01	15.82	12.40	5.86	-2.44
11.52	-0.08	0.01	-0.08	0.01	-0.08	-0.08	-0.27	-3.20	0.79	0.97	0.12	0.04	0.94	0.01	15.86	12.45	5.85	-2.44
11.53	-0.08	0.01	-0.08	0.01	-0.08	-0.08	-0.26	-3.20	0.78	0.97	0.12	0.04	0.94	0.01	15.91	12.50	5.85	-2.44
11.54	-0.08	0.01	-0.08	0.01	-0.08	-0.08	-0.26	-3.20	0.77	0.97	0.12	0.04	0.94	0.01	15.95	12.55	5.85	-2.45
11.55	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.26	-3.20	0.76	0.97	0.12	0.04	0.95	0.01	16.00	12.60	5.85	-2.45
11.56	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.25	-3.20	0.75	0.97	0.12	0.04	0.95	0.01	16.04	12.65	5.85	-2.45
11.57	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.25	-3.20	0.74	0.97	0.12	0.04	0.95	0.01	16.08	12.70	5.84	-2.46
11.58	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.25	-3.20	0.73	0.97	0.12	0.04	0.95	0.01	16.13	12.75	5.84	-2.46
11.59	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.24	-3.20	0.72	0.97	0.12	0.04	0.95	0.01	16.17	12.79	5.84	-2.46
11.60	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.24	-3.20	0.71	0.97	0.12	0.04	0.95	0.01	16.21	12.84	5.84	-2.47
11.61	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.24	-3.20	0.71	0.97	0.12	0.04	0.95	0.01	16.26	12.89	5.84	-2.47
11.62	-0.07	0.01	-0.07	0.01	-0.08	-0.08	-0.24	-3.20	0.70	0.97	0.12	0.04	0.95	0.01	16.30	12.94	5.83	-2.47
