f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
9.95	0.16	0.31	0.16	0.31	1.94	1.94	-10.92	-1.19	29.96	0.48	0.19	0.73	0.23	0.04	14.34	1.14	13.30	-0.09
9.96	0.14	0.33	0.14	0.33	2.32	2.32	-11.66	-1.19	30.94	0.47	0.18	0.75	0.22	0.03	14.58	1.06	13.60	-0.08
9.97	0.12	0.35	0.12	0.35	2.88	2.88	-12.34	-1.19	31.72	0.45	0.18	0.76	0.20	0.03	14.81	1.00	13.88	-0.07
9.98	0.10	0.36	0.10	0.36	3.80	3.80	-12.93	-1.19	32.32	0.44	0.18	0.77	0.20	0.03	15.01	0.95	14.13	-0.07
9.99	0.07	0.38	0.07	0.38	5.58	5.58	-13.39	-1.19	32.73	0.44	0.17	0.78	0.19	0.03	15.18	0.91	14.33	-0.06
10.00	0.04	0.39	0.04	0.39	10.46	10.46	-13.70	-1.19	32.98	0.43	0.17	0.79	0.19	0.03	15.29	0.89	14.46	-0.06
10.01	0.00	0.39	0.00	0.39	83.53	83.53	-13.82	-1.19	33.08	0.43	0.17	0.79	0.18	0.03	15.34	0.88	14.51	-0.06
10.02	-0.03	0.39	-0.03	0.39	-13.97	-13.97	-13.75	-1.19	33.03	0.43	0.17	0.79	0.18	0.03	15.31	0.88	14.48	-0.06
10.03	-0.06	0.38	-0.06	0.38	-6.45	-6.45	-13.50	-1.19	32.82	0.43	0.17	0.78	0.19	0.03	15.21	0.90	14.37	-0.06
10.04	-0.09	0.37	-0.09	0.37	-4.19	-4.19	-13.08	-1.19	32.46	0.44	0.18	0.78	0.19	0.03	15.05	0.93	14.19	-0.06
10.05	-0.11	0.35	-0.11	0.35	-3.11	-3.11	-12.53	-1.19	31.92	0.45	0.18	0.77	0.20	0.03	14.85	0.97	13.95	-0.07
10.06	-0.13	0.33	-0.13	0.33	-2.47	-2.47	-11.87	-1.19	31.20	0.46	0.18	0.76	0.21	0.03	14.62	1.02	13.68	-0.08
10.07	-0.15	0.31	-0.15	0.31	-2.05	-2.05	-11.16	-1.19	30.29	0.47	0.19	0.74	0.22	0.04	14.38	1.09	13.38	-0.09
10.08	-0.17	0.29	-0.17	0.29	-1.75	-1.75	-10.42	-1.19	29.20	0.49	0.19	0.72	0.24	0.04	14.15	1.18	13.07	-0.10
10.09	-0.18	0.27	-0.18	0.27	-1.53	-1.53	-9.68	-1.19	27.94	0.51	0.20	0.71	0.26	0.04	13.93	1.28	12.77	-0.12
10.10	-0.18	0.25	-0.18	0.25	-1.36	-1.36	-8.96	-1.19	26.54	0.52	0.20	0.68	0.27	0.04	13.74	1.39	12.49	-0.14
10.11	-0.19	0.23	-0.19	0.23	-1.22	-1.22	-8.27	-1.19	25.06	0.54	0.21	0.66	0.30	0.04	13.58	1.52	12.22	-0.16
10.12	-0.19	0.21	-0.19	0.21	-1.11	-1.11	-7.62	-1.19	23.52	0.56	0.21	0.64	0.32	0.04	13.46	1.67	11.97	-0.18
10.13	-0.19	0.19	-0.19	0.19	-1.01	-1.01	-7.01	-1.19	21.97	0.59	0.21	0.61	0.34	0.04	13.36	1.82	11.74	-0.20
10.14	-0.19	0.18	-0.19	0.18	-0.94	-0.94	-6.46	-1.19	20.45	0.61	0.21	0.59	0.37	0.04	13.30	1.99	11.54	-0.23
10.15	-0.19	0.16	-0.19	0.16	-0.87	-0.87	-5.95	-1.19	18.97	0.63	0.21	0.56	0.39	0.04	13.27	2.17	11.35	-0.25
10.16	-0.19	0.15	-0.19	0.15	-0.81	-0.81	-5.49	-1.19	17.58	0.65	0.21	0.54	0.42	0.04	13.26	2.36	11.19	-0.28
10.17	-0.18	0.14	-0.18	0.14	-0.76	-0.76	-5.06	-1.19	16.27	0.67	0.21	0.51	0.44	0.04	13.28	2.55	11.04	-0.31
10.18	-0.18	0.13	-0.18	0.13	-0.72	-0.72	-4.68	-1.19	15.05	0.69	0.21	0.49	0.47	0.04	13.32	2.75	10.91	-0.34
10.19	-0.18	0.12	-0.18	0.12	-0.68	-0.68	-4.33	-1.19	13.93	0.70	0.21	0.46	0.49	0.04	13.39	2.96	10.79	-0.36
10.20	-0.17	0.11	-0.17	0.11	-0.64	-0.64	-4.02	-1.19	12.89	0.72	0.20	0.44	0.52	0.04	13.46	3.17	10.69	-0.39
10.21	-0.17	0.10	-0.17	0.10	-0.61	-0.61	-3.73	-1.19	11.95	0.74	0.20	0.42	0.54	0.04	13.56	3.38	10.60	-0.42
10.22	-0.16	0.10	-0.16	0.10	-0.58	-0.58	-3.47	-1.19	11.09	0.75	0.20	0.40	0.56	0.04	13.66	3.59	10.51	-0.45
10.23	-0.16	0.09	-0.16	0.09	-0.55	-0.55	-3.24	-1.19	10.30	0.76	0.19	0.38	0.58	0.04	13.77	3.81	10.44	-0.47
10.24	-0.16	0.08	-0.16	0.08	-0.53	-0.53	-3.02	-1.19	9.59	0.78	0.19	0.36	0.60	0.04	13.90	4.02	10.37	-0.50
10.25	-0.15	0.08	-0.15	0.08	-0.51	-0.51	-2.83	-1.19	8.94	0.79	0.19	0.34	0.62	0.04	14.03	4.24	10.31	-0.52
10.26	-0.15	0.07	-0.15	0.07	-0.49	-0.49	-2.65	-1.19	8.35	0.80	0.18	0.33	0.64	0.03	14.16	4.45	10.25	-0.54
10.27	-0.15	0.07	-0.15	0.07	-0.47	-0.47	-2.49	-1.19	7.81	0.81	0.18	0.31	0.66	0.03	14.30	4.66	10.20	-0.56
10.28	-0.14	0.06	-0.14	0.06	-0.45	-0.45	-2.34	-1.19	7.31	0.82	0.18	0.29	0.67	0.03	14.45	4.87	10.16	-0.58
10.29	-0.14	0.06	-0.14	0.06	-0.44	-0.44	-2.20	-1.19	6.86	0.83	0.17	0.28	0.69	0.03	14.59	5.08	10.12	-0.60
10.30	-0.13	0.06	-0.13	0.06	-0.42	-0.42	-2.08	-1.19	6.45	0.84	0.17	0.27	0.70	0.03	14.74	5.28	10.08	-0.62
10.31	-0.13	0.05	-0.13	0.05	-0.41	-0.41	-1.96	-1.19	6.07	0.85	0.17	0.25	0.72	0.03	14.89	5.49	10.04	-0.64
10.32	-0.13	0.05	-0.13	0.05	-0.39	-0.39	-1.85	-1.19	5.72	0.85	0.16	0.24	0.73	0.03	15.04	5.69	10.01	-0.66
10.33	-0.13	0.05	-0.13	0.05	-0.38	-0.38	-1.76	-1.19	5.40	0.86	0.16	0.23	0.74	0.03	15.19	5.88	9.98	-0.67
10.34	-0.12	0.05	-0.12	0.05	-0.37	-0.37	-1.66	-1.19	5.11	0.87	0.16	0.22	0.75	0.02	15.35	6.08	9.96	-0.69
10.35	-0.12	0.04	-0.12	0.04	-0.36	-0.36	-1.58	-1.19	4.83	0.87	0.15	0.21	0.76	0.02	15.50	6.27	9.93	-0.70
10.36	-0.12	0.04	-0.12	0.04	-0.35	-0.35	-1.50	-1.19	4.58	0.88	0.15	0.20	0.77	0.02	15.65	6.46	9.91	-0.72
10.37	-0.11	0.04	-0.11	0.04	-0.34	-0.34	-1.43	-1.19	4.35	0.89	0.15	0.19	0.78	0.02	15.80	6.65	9.88	-0.73
10.38	-0.11	0.04	-0.11	0.04	-0.33	-0.33	-1.36	-1.19	4.13	0.89	0.15	0.19	0.79	0.02	15.95	6.83	9.86	-0.74
10.39	-0.11	0.04	-0.11	0.04	-0.32	-0.32	-1.30	-1.19	3.93	0.89	0.14	0.18	0.80	0.02	16.10	7.01	9.84	-0.75
10.40	-0.11	0.03	-0.11	0.03	-0.31	-0.31	-1.24	-1.19	3.75	0.90	0.14	0.17	0.81	0.02	16.25	7.19	9.83	-0.76
10.41	-0.10	0.03	-0.10	0.03	-0.31	-0.31	-1.18	-1.19	3.57	0.90	0.14	0.16	0.82	0.02	16.40	7.36	9.81	-0.77
10.42	-0.10	0.03	-0.10	0.03	-0.30	-0.30	-1.13	-1.19	3.41	0.91	0.14	0.16	0.82	0.02	16.54	7.53	9.79	-0.78
10.43	-0.10	0.03	-0.10	0.03	-0.29	-0.29	-1.08	-1.19	3.26	0.91	0.13	0.15	0.83	0.02	16.69	7.70	9.78	-0.79
10.44	-0.10	0.03	-0.10	0.03	-0.28	-0.28	-1.04	-1.19	3.12	0.91	0.13	0.15	0.84	0.02	16.83	7.87	9.77	-0.80
10.45	-0.10	0.03	-0.10	0.03	-0.28	-0.28	-1.00	-1.19	2.99	0.92	0.13	0.14	0.84	0.02	16.97	8.03	9.75	-0.81
10.46	-0.09	0.03	-0.09	0.03	-0.27	-0.27	-0.96	-1.19	2.86	0.92	0.13	0.14	0.85	0.02	17.11	8.19	9.74	-0.82
10.47	-0.09	0.02	-0.09	0.02	-0.27	-0.27	-0.92	-1.19	2.75	0.92	0.12	0.13	0.85	0.02	17.25	8.35	9.73	-0.83
10.48	-0.09	0.02	-0.09	0.02	-0.26	-0.26	-0.88	-1.19	2.64	0.93	0.12	0.13	0.86	0.02	17.38	8.50	9.72	-0.84
10.49	-0.09	0.02	-0.09	0.02	-0.26	-0.26	-0.85	-1.19	2.53	0.93	0.12	0.12	0.86	0.01	17.52	8.66	9.70	-0.84
10.50	-0.09	0.02	-0.09	0.02	-0.25	-0.25	-0.82	-1.19	2.43	0.93	0.12	0.12	0.87	0.01	17.65	8.81	9.69	-0.85
10.51	-0.09	0.02	-0.09	0.02	-0.25	-0.25	-0.79	-1.19	2.34	0.93	0.12	0.11	0.87	0.01	17.78	8.95	9.68	-0.86
10.52	-0.08	0.02	-0.08	0.02	-0.24	-0.24	-0.76	-1.19	2.26	0.94	0.12	0.11	0.88	0.01	17.91	9.10	9.68	-0.86
10.53	-0.08	0.02	-0.08	0.02	-0.24	-0.24	-0.73	-1.19	2.17	0.94	0.11	0.11	0.88	0.01	18.04	9.24	9.67	-0.87
10.54	-0.08	0.02	-0.08	0.02	-0.23	-0.23	-0.71	-1.19	2.10	0.94	0.11	0.10	0.88	0.01	18.17	9.38	9.66	-0.87
10.55	-0.08	0.02	-0.08	0.02	-0.23	-0.23	-0.68	-1.19	2.02	0.94	0.11	0.10	0.89	0.01	18.29	9.52	9.65	-0.88
10.56	-0.08	0.02	-0.08	0.02	-0.22	-0.22	-0.66	-1.19	1.95	0.94	0.11	0.10	0.89	0.01	18.42	9.66	9.64	-0.88
10.57	-0.08	0.02	-0.08	0.02	-0.22	-0.22	-0.64	-1.19	1.89	0.95	0.11	0.09	0.90	0.01	18.54	9.80	9.63	-0.89
10.58	-0.08	0.02	-0.08	0.02	-0.22	-0.22	-0.62	-1.19	1.82	0.95	0.11	0.09	0.90	0.01	18.66	9.93	9.63	-0.90
10.59	-0.07	0.02	-0.07	0.02	-0.21	-0.21	-0.60	-1.19	1.76	0.95	0.10	0.09	0.90	0.01	18.78	10.06	9.62	-0.90
10.60	-0.07	0.02	-0.07	0.02	-0.21	-0.21	-0.58	-1.19	1.71	0.95	0.10	0.09	0.90	0.01	18.90	10.19	9.61	-0.90
10.61	-0.07	0.01	-0.07	0.01	-0.21	-0.21	-0.56	-1.19	1.65	0.95	0.10	0.08	0.91	0.01	19.01	10.31	9.61	-0.91
10.62	-0.07	0.01	-0.07	0.01	-0.20	-0.20	-0.54	-1.19	1.60	0.95	0.10	0.08	0.91	0.01	19.13	10.44	9.60	-0.91
10.63	-0.07	0.01	-0.07	0.01	-0.20	-0.20	-0.53	-1.19	1.55	0.96	0.10	0.08	0.91	0.01	19.24	10.56	9.59	-0.92
10.64	-0.07	0.01	-0.07	0.01	-0.20	-0.20	-0.51	-1.19	1.51	0.96	0.10	0.08	0.91	0.01	19.35	10.69	9.59	-0.92
10.65	-0.07	0.01	-0.07	0.01	-0.19	-0.19	-0.50	-1.19	1.46	0.96	0.10	0.07	0.92	0.01	19.46	10.81	9.58	-0.92
10.66	-0.07	0.01	-0.07	0.01	-0.19	-0.19	-0.48	-1.19	1.42	0.96	0.09	0.07	0.92	0.01	19.57	10.92	9.57	-0.93
10.67	-0.07	0.01	-0.07	0.01	-0.19	-0.19	-0.47	-1.19	1.38	0.96	0.09	0.07	0.92	0.01	19.68	11.04	9.57	-0.93
10.68	-0.06	0.01	-0.06	0.01	-0.18	-0.18	-0.46	-1.19	1.34	0.96	0.09	0.07	0.92	0.01	19.78	11.16	9.56	-0.94
10.69	-0.06	0.01	-0.06	0.01	-0.18	-0.18	-0.44	-1.19	1.30	0.96	0.09	0.07	0.93	0.01	19.89	11.27	9.56	-0.94
10.70	-0.06	0.01	-0.06	0.01	-0.18	-0.18	-0.43	-1.19	1.27	0.96	0.09	0.06	0.93	0.01	19.99	11.38	9.55	-0.94
10.71	-0.06	0.01	-0.06	0.01	-0.18	-0.18	-0.42	-1.19	1.23	0.96	0.09	0.06	0.93	0.01	20.10	11.49	9.55	-0.94
10.72	-0.06	0.01	-0.06	0.01	-0.17	-0.17	-0.41	-1.19	1.20	0.96	0.09	0.06	0.93	0.01	20.20	11.60	9.54	-0.95
10.73	-0.06	0.01	-0.06	0.01	-0.17	-0.17	-0.40	-1.19	1.17	0.97	0.09	0.06	0.93	0.01	20.30	11.71	9.54	-0.95
10.74	-0.06	0.01	-0.06	0.01	-0.17	-0.17	-0.39	-1.19	1.14	0.97	0.09	0.06	0.93	0.01	20.40	11.82	9.53	-0.95
10.75	-0.06	0.01	-0.06	0.01	-0.17	-0.17	-0.38	-1.19	1.11	0.97	0.08	0.06	0.94	0.01	20.49	11.92	9.53	-0.96
10.76	-0.06	0.01	-0.06	0.01	-0.17	-0.17	-0.37	-1.19	1.08	0.97	0.08	0.06	0.94	0.01	20.59	12.02	9.53	-0.96
10.77	-0.06	0.01	-0.06	0.01	-0.16	-0.16	-0.36	-1.19	1.05	0.97	0.08	0.05	0.94	0.01	20.69	12.13	9.52	-0.96
10.78	-0.06	0.01	-0.06	0.01	-0.16	-0.16	-0.35	-1.19	1.03	0.97	0.08	0.05	0.94	0.01	20.78	12.23	9.52	-0.96
10.79	-0.06	0.01	-0.06	0.01	-0.16	-0.16	-0.34	-1.19	1.00	0.97	0.08	0.05	0.94	0.01	20.87	12.33	9.51	-0.97
10.80	-0.06	0.01	-0.06	0.01	-0.16	-0.16	-0.33	-1.19	0.98	0.97	0.08	0.05	0.94	0.01	20.97	12.43	9.51	-0.97
10.81	-0.05	0.01	-0.05	0.01	-0.16	-0.16	-0.33	-1.19	0.95	0.97	0.08	0.05	0.94	0.01	21.06	12.52	9.50	-0.97
10.82	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.32	-1.19	0.93	0.97	0.08	0.05	0.95	0.01	21.15	12.62	9.50	-0.97
10.83	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.31	-1.19	0.91	0.97	0.08	0.05	0.95	0.01	21.24	12.72	9.50	-0.98
10.84	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.30	-1.19	0.89	0.97	0.08	0.05	0.95	0.01	21.32	12.81	9.49	-0.98
10.85	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.30	-1.19	0.87	0.97	0.08	0.05	0.95	0.01	21.41	12.90	9.49	-0.98
10.86	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.29	-1.19	0.85	0.97	0.08	0.04	0.95	0.01	21.50	13.00	9.49	-0.98
10.87	-0.05	0.01	-0.05	0.01	-0.15	-0.15	-0.28	-1.19	0.83	0.98	0.07	0.04	0.95	0.01	21.58	13.09	9.48	-0.98
10.88	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.28	-1.19	0.81	0.98	0.07	0.04	0.95	0.01	21.67	13.18	9.48	-0.99
10.89	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.27	-1.19	0.79	0.98	0.07	0.04	0.95	0.01	21.75	13.26	9.48	-0.99
10.90	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.27	-1.19	0.78	0.98	0.07	0.04	0.95	0.01	21.83	13.35	9.47	-0.99
10.91	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.26	-1.19	0.76	0.98	0.07	0.04	0.95	0.01	21.92	13.44	9.47	-0.99
10.92	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.26	-1.19	0.75	0.98	0.07	0.04	0.96	0.01	22.00	13.53	9.47	-0.99
10.93	-0.05	0.01	-0.05	0.01	-0.14	-0.14	-0.25	-1.19	0.73	0.98	0.07	0.04	0.96	0.00	22.08	13.61	9.46	-1.00
10.94	-0.05	0.01	-0.05	0.01	-0.13	-0.13	-0.25	-1.19	0.72	0.98	0.07	0.04	0.96	0.00	22.16	13.70	9.46	-1.00
10.95	-0.05	0.01	-0.05	0.01	-0.13	-0.13	-0.24	-1.19	0.70	0.98	0.07	0.04	0.96	0.00	22.24	13.78	9.46	-1.00
10.96	-0.05	0.01	-0.05	0.01	-0.13	-0.13	-0.24	-1.19	0.69	0.98	0.07	0.04	0.96	0.00	22.31	13.86	9.45	-1.00
10.97	-0.05	0.01	-0.05	0.01	-0.13	-0.13	-0.23	-1.19	0.67	0.98	0.07	0.04	0.96	0.00	22.39	13.94	9.45	-1.00
10.98	-0.04	0.01	-0.04	0.01	-0.13	-0.13	-0.23	-1.19	0.66	0.98	0.07	0.04	0.96	0.00	22.47	14.02	9.45	-1.00
10.99	-0.04	0.01	-0.04	0.01	-0.13	-0.13	-0.22	-1.19	0.65	0.98	0.07	0.03	0.96	0.00	22.54	14.10	9.44	-1.00
11.00	-0.04	0.01	-0.04	0.01	-0.13	-0.13	-0.22	-1.19	0.63	0.98	0.07	0.03	0.96	0.00	22.62	14.18	9.44	-1.01
11.01	-0.04	0.01	-0.04	0.01	-0.13	-0.13	-0.21	-1.19	0.62	0.98	0.07	0.03	0.96	0.00	22.69	14.26	9.44	-1.01
11.02	-0.04	0.01	-0.04	0.01	-0.12	-0.12	-0.21	-1.19	0.61	0.98	0.06	0.03	0.96	0.00	22.76	14.34	9.43	-1.01
11.03	-0.04	0.01	-0.04	0.01	-0.12	-0.12	-0.21	-1.19	0.60	0.98	0.06	0.03	0.96	0.00	22.84	14.42	9.43	-1.01
11.04	-0.04	0.01	-0.04	0.01	-0.12	-0.12	-0.20	-1.19	0.59	0.98	0.06	0.03	0.96	0.00	22.91	14.49	9.43	-1.01
11.05	-0.04	0.01	-0.04	0.01	-0.12	-0.12	-0.20	-1.19	0.58	0.98	0.06	0.03	0.97	0.00	22.98	14.57	9.43	-1.01
11.06	-0.04	0.00	-0.04	0.00	-0.12	-0.12	-0.20	-1.19	0.57	0.98	0.06	0.03	0.97	0.00	23.05	14.64	9.42	-1.01
11.07	-0.04	0.00	-0.04	0.00	-0.12	-0.12	-0.19	-1.19	0.56	0.98	0.06	0.03	0.97	0.00	23.12	14.72	9.42	-1.02
11.08	-0.04	0.00	-0.04	0.00	-0.12	-0.12	-0.19	-1.19	0.55	0.98	0.06	0.03	0.97	0.00	23.19	14.79	9.42	-1.02
11.09	-0.04	0.00	-0.04	0.00	-0.12	-0.12	-0.19	-1.19	0.54	0.98	0.06	0.03	0.97	0.00	23.26	14.86	9.42	-1.02
11.10	-0.04	0.00	-0.04	0.00	-0.12	-0.12	-0.18	-1.19	0.53	0.98	0.06	0.03	0.97	0.00	23.33	14.93	9.41	-1.02
11.11	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.18	-1.19	0.52	0.98	0.06	0.03	0.97	0.00	23.39	15.00	9.41	-1.02
11.12	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.18	-1.19	0.51	0.98	0.06	0.03	0.97	0.00	23.46	15.08	9.41	-1.02
11.13	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.17	-1.19	0.50	0.98	0.06	0.03	0.97	0.00	23.53	15.15	9.40	-1.02
11.14	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.17	-1.19	0.49	0.98	0.06	0.03	0.97	0.00	23.59	15.21	9.40	-1.02
11.15	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.17	-1.19	0.49	0.99	0.06	0.03	0.97	0.00	23.66	15.28	9.40	-1.03
11.16	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.16	-1.19	0.48	0.99	0.06	0.03	0.97	0.00	23.72	15.35	9.40	-1.03
11.17	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.16	-1.19	0.47	0.99	0.06	0.03	0.97	0.00	23.79	15.42	9.39	-1.03
11.18	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.16	-1.19	0.46	0.99	0.06	0.03	0.97	0.00	23.85	15.49	9.39	-1.03
11.19	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.16	-1.19	0.45	0.99	0.06	0.02	0.97	0.00	23.91	15.55	9.39	-1.03
11.20	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.15	-1.19	0.45	0.99	0.06	0.02	0.97	0.00	23.97	15.62	9.39	-1.03
11.21	-0.04	0.00	-0.04	0.00	-0.11	-0.11	-0.15	-1.19	0.44	0.99	0.06	0.02	0.97	0.00	24.04	15.68	9.39	-1.03
11.22	-0.04	0.00	-0.04	0.00	-0.10	-0.10	-0.15	-1.19	0.43	0.99	0.06	0.02	0.97	0.00	24.10	15.75	9.38	-1.03
11.23	-0.04	0.00	-0.04	0.00	-0.10	-0.10	-0.15	-1.19	0.43	0.99	0.06	0.02	0.97	0.00	24.16	15.81	9.38	-1.03
11.24	-0.04	0.00	-0.04	0.00	-0.10	-0.10	-0.15	-1.19	0.42	0.99	0.05	0.02	0.97	0.00	24.22	15.88	9.38	-1.04
11.25	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.14	-1.19	0.41	0.99	0.05	0.02	0.97	0.00	24.28	15.94	9.38	-1.04
11.26	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.14	-1.19	0.41	0.99	0.05	0.02	0.97	0.00	24.34	16.00	9.37	-1.04
11.27	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.14	-1.19	0.40	0.99	0.05	0.02	0.98	0.00	24.40	16.06	9.37	-1.04
11.28	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.14	-1.19	0.40	0.99	0.05	0.02	0.98	0.00	24.45	16.12	9.37	-1.04
11.29	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.39	0.99	0.05	0.02	0.98	0.00	24.51	16.19	9.37	-1.04
11.30	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.38	0.99	0.05	0.02	0.98	0.00	24.57	16.25	9.36	-1.04
11.31	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.38	0.99	0.05	0.02	0.98	0.00	24.63	16.31	9.36	-1.04
11.32	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.37	0.99	0.05	0.02	0.98	0.00	24.68	16.37	9.36	-1.04
11.33	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.37	0.99	0.05	0.02	0.98	0.00	24.74	16.42	9.36	-1.04
11.34	-0.03	0.00	-0.03	0.00	-0.10	-0.10	-0.13	-1.19	0.36	0.99	0.05	0.02	0.98	0.00	24.79	16.48	9.36	-1.05
11.35	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.36	0.99	0.05	0.02	0.98	0.00	24.85	16.54	9.35	-1.05
11.36	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.35	0.99	0.05	0.02	0.98	0.00	24.90	16.60	9.35	-1.05
11.37	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.35	0.99	0.05	0.02	0.98	0.00	24.96	16.66	9.35	-1.05
11.38	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.34	0.99	0.05	0.02	0.98	0.00	25.01	16.71	9.35	-1.05
11.39	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.34	0.99	0.05	0.02	0.98	0.00	25.07	16.77	9.35	-1.05
11.40	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.12	-1.19	0.33	0.99	0.05	0.02	0.98	0.00	25.12	16.83	9.34	-1.05
11.41	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.33	0.99	0.05	0.02	0.98	0.00	25.17	16.88	9.34	-1.05
11.42	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.32	0.99	0.05	0.02	0.98	0.00	25.22	16.94	9.34	-1.05
11.43	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.32	0.99	0.05	0.02	0.98	0.00	25.28	16.99	9.34	-1.05
11.44	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.32	0.99	0.05	0.02	0.98	0.00	25.33	17.05	9.34	-1.05
11.45	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.31	0.99	0.05	0.02	0.98	0.00	25.38	17.10	9.33	-1.05
11.46	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.31	0.99	0.05	0.02	0.98	0.00	25.43	17.15	9.33	-1.06
11.47	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.11	-1.19	0.30	0.99	0.05	0.02	0.98	0.00	25.48	17.21	9.33	-1.06
11.48	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.10	-1.19	0.30	0.99	0.05	0.02	0.98	0.00	25.53	17.26	9.33	-1.06
11.49	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.10	-1.19	0.30	0.99	0.05	0.02	0.98	0.00	25.58	17.31	9.33	-1.06
11.50	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.10	-1.19	0.29	0.99	0.05	0.02	0.98	0.00	25.63	17.36	9.32	-1.06
11.51	-0.03	0.00	-0.03	0.00	-0.09	-0.09	-0.10	-1.19	0.29	0.99	0.05	0.02	0.98	0.00	25.68	17.42	9.32	-1.06
11.52	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.10	-1.19	0.29	0.99	0.05	0.02	0.98	0.00	25.73	17.47	9.32	-1.06
11.53	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.10	-1.19	0.28	0.99	0.05	0.02	0.98	0.00	25.78	17.52	9.32	-1.06
11.54	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.10	-1.19	0.28	0.99	0.05	0.02	0.98	0.00	25.82	17.57	9.32	-1.06
11.55	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.10	-1.19	0.28	0.99	0.05	0.02	0.98	0.00	25.87	17.62	9.31	-1.06
11.56	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.27	0.99	0.04	0.02	0.98	0.00	25.92	17.67	9.31	-1.06
11.57	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.27	0.99	0.04	0.01	0.98	0.00	25.97	17.72	9.31	-1.06
11.58	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.27	0.99	0.04	0.01	0.98	0.00	26.01	17.77	9.31	-1.06
11.59	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.26	0.99	0.04	0.01	0.98	0.00	26.06	17.82	9.31	-1.06
11.60	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.26	0.99	0.04	0.01	0.98	0.00	26.11	17.87	9.31	-1.07
11.61	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.26	0.99	0.04	0.01	0.98	0.00	26.15	17.91	9.30	-1.07
11.62	-0.03	0.00	-0.03	0.00	-0.08	-0.08	-0.09	-1.19	0.25	0.99	0.04	0.01	0.98	0.00	26.20	17.96	9.30	-1.07
