f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
9.95	19.21	29.50	19.21	29.50	1.54	1.54	-1055.80	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	522.28	0.09	522.20	0.00
9.96	18.01	31.76	18.01	31.76	1.76	1.76	-1125.72	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	562.81	0.09	562.72	0.00
9.97	16.42	34.00	16.42	34.00	2.07	2.07	-1206.86	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	603.10	0.09	603.01	0.00
9.98	14.41	36.13	14.41	36.13	2.51	2.51	-1285.76	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	641.64	0.09	641.55	0.00
9.99	11.99	38.07	11.99	38.07	3.18	3.18	-1353.22	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	676.61	0.09	676.52	0.00
10.00	9.17	39.68	9.17	39.68	4.33	4.33	-1427.72	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	706.01	0.09	705.92	0.00
10.01	6.02	40.87	6.02	40.87	6.79	6.79	-345.49	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	727.90	0.09	727.81	0.00
10.02	2.64	41.55	2.64	41.55	15.74	15.74	-351.50	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	740.69	0.08	740.60	0.00
10.03	-0.84	41.66	-0.84	41.66	-49.81	-49.81	-1496.99	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	743.37	0.08	743.29	0.00
10.04	-4.27	41.19	-4.27	41.19	-9.65	-9.65	-1471.35	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	735.78	0.08	735.69	0.00
10.05	-7.52	40.19	-7.52	40.19	-5.35	-5.35	-1443.32	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	718.54	0.08	718.45	0.00
10.06	-10.47	38.72	-10.47	38.72	-3.70	-3.70	-1388.02	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	693.00	0.08	692.92	0.00
10.07	-13.05	36.89	-13.05	36.89	-2.83	-2.83	-1329.47	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	661.00	0.08	660.91	0.00
10.08	-15.21	34.82	-15.21	34.82	-2.29	-2.29	-1279.49	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	624.49	0.08	624.41	0.00
10.09	-16.96	32.61	-16.96	32.61	-1.92	-1.92	-1172.06	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	585.41	0.08	585.32	0.00
10.10	-18.30	30.35	-18.30	30.35	-1.66	-1.66	-1100.73	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	545.38	0.08	545.30	0.00
10.11	-19.29	28.11	-19.29	28.11	-1.46	-1.46	-1011.26	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	505.74	0.08	505.66	0.00
10.12	-19.96	25.96	-19.96	25.96	-1.30	-1.30	-935.67	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	467.43	0.08	467.35	0.00
10.13	-20.37	23.91	-20.37	23.91	-1.17	-1.17	-871.62	-123.32	50.00	0.14	0.00	0.98	0.02	0.00	431.10	0.08	431.02	0.00
10.14	-20.56	22.01	-20.56	22.01	-1.07	-1.07	-799.09	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	397.11	0.08	397.03	0.00
10.15	-20.59	20.24	-20.59	20.24	-0.98	-0.98	-734.11	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	365.65	0.08	365.57	0.00
10.16	-20.48	18.62	-20.48	18.62	-0.91	-0.91	-681.60	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	336.75	0.08	336.67	0.00
10.17	-20.27	17.14	-20.27	17.14	-0.85	-0.85	-627.99	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	310.33	0.08	310.26	0.00
10.18	-19.98	15.80	-19.98	15.80	-0.79	-0.79	-572.07	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	286.28	0.08	286.20	0.00
10.19	-19.63	14.58	-19.63	14.58	-0.74	-0.74	-540.56	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	264.43	0.08	264.35	0.00
10.20	-19.25	13.47	-19.25	13.47	-0.70	-0.70	-489.11	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	244.60	0.08	244.53	0.00
10.21	-18.84	12.47	-18.84	12.47	-0.66	-0.66	-465.37	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	226.63	0.08	226.55	0.00
10.22	-18.42	11.56	-18.42	11.56	-0.63	-0.63	-420.21	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	210.33	0.08	210.25	0.00
10.23	-17.98	10.73	-17.98	10.73	-0.60	-0.60	-414.51	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	195.53	0.08	195.46	0.00
10.24	-17.55	9.99	-17.55	9.99	-0.57	-0.57	-363.97	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	182.10	0.08	182.02	0.00
10.25	-17.11	9.31	-17.11	9.31	-0.54	-0.54	-347.09	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	169.88	0.07	169.81	0.00
10.26	-16.69	8.69	-16.69	8.69	-0.52	-0.52	-317.21	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	158.76	0.07	158.69	0.00
10.27	-16.27	8.12	-16.27	8.12	-0.50	-0.50	-296.65	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	148.62	0.07	148.55	0.00
10.28	-15.86	7.61	-15.86	7.61	-0.48	-0.48	-278.29	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	139.36	0.07	139.28	-0.00
10.29	-15.46	7.14	-15.46	7.14	-0.46	-0.46	-261.30	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	130.89	0.07	130.81	-0.00
10.30	-15.07	6.71	-15.07	6.71	-0.45	-0.45	-245.77	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	123.12	0.07	123.05	-0.00
10.31	-14.70	6.31	-14.70	6.31	-0.43	-0.43	-231.52	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	116.00	0.07	115.92	-0.00
10.32	-14.34	5.95	-14.34	5.95	-0.41	-0.41	-218.42	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	109.44	0.07	109.37	-0.00
10.33	-13.99	5.62	-13.99	5.62	-0.40	-0.40	-206.35	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	103.41	0.07	103.34	-0.00
10.34	-13.65	5.31	-13.65	5.31	-0.39	-0.39	-195.22	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	97.84	0.07	97.77	-0.00
10.35	-13.33	5.02	-13.33	5.02	-0.38	-0.38	-184.93	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	92.70	0.07	92.63	-0.00
10.36	-13.02	4.76	-13.02	4.76	-0.37	-0.37	-175.41	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	87.94	0.07	87.87	-0.00
10.37	-12.71	4.52	-12.71	4.52	-0.36	-0.36	-166.58	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	83.52	0.07	83.45	-0.00
10.38	-12.42	4.29	-12.42	4.29	-0.35	-0.35	-158.39	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	79.43	0.07	79.36	-0.00
10.39	-12.14	4.08	-12.14	4.08	-0.34	-0.34	-150.77	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	75.62	0.07	75.55	-0.00
10.40	-11.88	3.88	-11.88	3.88	-0.33	-0.33	-143.68	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	72.07	0.07	72.00	-0.00
10.41	-11.62	3.70	-11.62	3.70	-0.32	-0.32	-137.06	-123.32	50.00	0.13	0.00	0.98	0.02	0.00	68.76	0.07	68.69	-0.00
10.42	-11.37	3.53	-11.37	3.53	-0.31	-0.31	-130.88	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	65.67	0.07	65.60	-0.00
10.43	-11.13	3.37	-11.13	3.37	-0.30	-0.30	-125.11	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	62.78	0.07	62.71	-0.00
10.44	-10.89	3.22	-10.89	3.22	-0.30	-0.30	-119.70	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	60.08	0.07	60.01	-0.00
10.45	-10.67	3.08	-10.67	3.08	-0.29	-0.29	-114.63	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	57.54	0.07	57.47	-0.00
10.46	-10.45	2.95	-10.45	2.95	-0.28	-0.28	-109.87	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	55.16	0.07	55.09	-0.00
10.47	-10.25	2.83	-10.25	2.83	-0.28	-0.28	-105.40	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	52.92	0.07	52.86	-0.00
10.48	-10.04	2.71	-10.04	2.71	-0.27	-0.27	-101.19	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	50.82	0.07	50.75	-0.00
10.49	-9.85	2.61	-9.85	2.61	-0.26	-0.26	-97.23	-123.32	50.00	0.12	0.00	0.98	0.02	0.00	48.84	0.07	48.77	-0.00
10.50	-9.66	2.50	-9.66	2.50	-0.26	-0.26	-93.49	-123.32	50.00	0.12	0.00	0.99	0.01	0.00	46.97	0.07	46.90	-0.00
10.51	-9.48	2.41	-9.48	2.41	-0.25	-0.25	-89.97	-123.32	50.00	0.12	0.01	0.99	0.01	0.00	45.21	0.07	45.14	-0.00
10.52	-9.31	2.32	-9.31	2.32	-0.25	-0.25	-86.64	-123.32	50.00	0.12	0.01	0.99	0.01	0.00	43.54	0.06	43.48	-0.00
10.53	-9.14	2.23	-9.14	2.23	-0.24	-0.24	-83.49	-123.32	50.00	0.12	0.01	0.99	0.01	0.00	41.96	0.06	41.90	-0.00
10.54	-8.97	2.15	-8.97	2.15	-0.24	-0.24	-80.51	-123.32	50.00	0.12	0.01	0.99	0.01	0.00	40.47	0.06	40.41	-0.00
10.55	-8.82	2.07	-8.82	2.07	-0.23	-0.23	-77.68	-123.32	49.99	0.12	0.01	0.99	0.01	0.00	39.06	0.06	39.00	-0.00
10.56	-8.66	2.00	-8.66	2.00	-0.23	-0.23	-75.00	-123.32	49.98	0.12	0.01	0.99	0.01	0.00	37.72	0.06	37.66	-0.00
10.57	-8.51	1.93	-8.51	1.93	-0.23	-0.23	-72.46	-123.32	49.98	0.12	0.02	0.99	0.01	0.00	36.45	0.06	36.38	-0.00
10.58	-8.37	1.86	-8.37	1.86	-0.22	-0.22	-70.04	-123.32	50.00	0.12	0.02	0.99	0.01	0.00	35.24	0.06	35.18	-0.00
10.59	-8.23	1.80	-8.23	1.80	-0.22	-0.22	-67.75	-123.32	50.02	0.12	0.02	0.99	0.01	0.00	34.09	0.06	34.03	-0.00
10.60	-8.10	1.74	-8.10	1.74	-0.21	-0.21	-65.56	-123.32	50.04	0.12	0.02	0.99	0.01	0.00	33.00	0.06	32.93	-0.00
10.61	-7.96	1.68	-7.96	1.68	-0.21	-0.21	-63.48	-123.32	50.07	0.12	0.03	0.99	0.01	0.00	31.95	0.06	31.89	-0.00
10.62	-7.84	1.63	-7.84	1.63	-0.21	-0.21	-61.50	-123.32	50.08	0.12	0.03	0.99	0.01	0.00	30.96	0.06	30.90	-0.00
10.63	-7.71	1.58	-7.71	1.58	-0.20	-0.20	-59.60	-123.32	50.06	0.12	0.03	0.99	0.01	0.00	30.02	0.06	29.95	-0.00
10.64	-7.59	1.53	-7.59	1.53	-0.20	-0.20	-57.80	-123.32	50.01	0.12	0.04	0.98	0.01	0.00	29.11	0.06	29.05	-0.00
10.65	-7.48	1.48	-7.48	1.48	-0.20	-0.20	-56.08	-123.32	49.94	0.12	0.04	0.98	0.01	0.00	28.25	0.06	28.19	-0.00
10.66	-7.36	1.44	-7.36	1.44	-0.19	-0.19	-54.43	-123.32	49.86	0.12	0.04	0.98	0.01	0.00	27.43	0.06	27.37	-0.00
10.67	-7.25	1.39	-7.25	1.39	-0.19	-0.19	-52.85	-123.32	49.78	0.12	0.05	0.98	0.01	0.00	26.64	0.06	26.58	-0.00
10.68	-7.15	1.35	-7.15	1.35	-0.19	-0.19	-51.35	-123.32	49.73	0.12	0.05	0.98	0.01	0.00	25.88	0.06	25.82	-0.00
10.69	-7.04	1.31	-7.04	1.31	-0.19	-0.19	-49.90	-123.32	49.73	0.12	0.06	0.98	0.01	0.00	25.16	0.06	25.10	-0.00
10.70	-6.94	1.27	-6.94	1.27	-0.18	-0.18	-48.52	-123.32	49.80	0.12	0.06	0.98	0.01	0.00	24.47	0.06	24.41	-0.00
10.71	-6.84	1.24	-6.84	1.24	-0.18	-0.18	-47.19	-123.32	49.93	0.12	0.06	0.98	0.01	0.00	23.80	0.06	23.75	-0.00
10.72	-6.75	1.20	-6.75	1.20	-0.18	-0.18	-45.92	-123.32	50.11	0.12	0.07	0.98	0.01	0.00	23.17	0.06	23.11	-0.00
10.73	-6.65	1.17	-6.65	1.17	-0.18	-0.18	-44.70	-123.32	50.33	0.12	0.07	0.98	0.01	0.01	22.56	0.06	22.50	-0.00
10.74	-6.56	1.14	-6.56	1.14	-0.17	-0.17	-43.53	-123.32	50.56	0.11	0.08	0.98	0.01	0.01	21.97	0.06	21.91	-0.00
10.75	-6.47	1.11	-6.47	1.11	-0.17	-0.17	-42.40	-123.32	50.75	0.11	0.09	0.98	0.01	0.01	21.41	0.06	21.35	-0.00
10.76	-6.39	1.08	-6.39	1.08	-0.17	-0.17	-41.32	-123.32	50.86	0.11	0.09	0.98	0.01	0.01	20.87	0.06	20.81	-0.00
10.77	-6.30	1.05	-6.30	1.05	-0.17	-0.17	-40.28	-123.32	50.86	0.11	0.10	0.98	0.01	0.01	20.35	0.06	20.29	-0.00
10.78	-6.22	1.02	-6.22	1.02	-0.16	-0.16	-39.28	-123.32	50.74	0.11	0.10	0.98	0.01	0.01	19.84	0.06	19.79	-0.00
10.79	-6.14	1.00	-6.14	1.00	-0.16	-0.16	-38.32	-123.32	50.48	0.11	0.11	0.98	0.01	0.01	19.36	0.06	19.31	-0.00
10.80	-6.06	0.97	-6.06	0.97	-0.16	-0.16	-37.39	-123.32	50.11	0.11	0.11	0.97	0.01	0.01	18.90	0.06	18.84	-0.00
10.81	-5.98	0.95	-5.98	0.95	-0.16	-0.16	-36.49	-123.32	49.66	0.11	0.12	0.97	0.01	0.01	18.45	0.05	18.39	-0.00
10.82	-5.91	0.93	-5.91	0.93	-0.16	-0.16	-35.63	-123.32	49.16	0.11	0.13	0.97	0.01	0.02	18.01	0.05	17.96	-0.00
10.83	-5.84	0.90	-5.84	0.90	-0.15	-0.15	-34.80	-123.32	48.67	0.11	0.13	0.97	0.01	0.02	17.60	0.05	17.55	-0.00
10.84	-5.76	0.88	-5.76	0.88	-0.15	-0.15	-34.00	-123.32	48.23	0.11	0.14	0.97	0.01	0.02	17.19	0.05	17.14	-0.00
10.85	-5.69	0.86	-5.69	0.86	-0.15	-0.15	-33.22	-123.32	47.89	0.11	0.14	0.97	0.01	0.02	16.81	0.05	16.76	-0.00
10.86	-5.63	0.84	-5.63	0.84	-0.15	-0.15	-32.47	-123.32	47.69	0.11	0.15	0.97	0.01	0.02	16.43	0.05	16.38	-0.00
10.87	-5.56	0.82	-5.56	0.82	-0.15	-0.15	-31.75	-123.32	47.65	0.11	0.16	0.96	0.01	0.02	16.07	0.05	16.02	-0.00
10.88	-5.49	0.80	-5.49	0.80	-0.15	-0.15	-31.05	-123.32	47.80	0.11	0.16	0.96	0.01	0.03	15.72	0.05	15.67	-0.00
10.89	-5.43	0.78	-5.43	0.78	-0.14	-0.14	-30.38	-123.32	48.14	0.11	0.17	0.96	0.01	0.03	15.38	0.05	15.33	-0.00
10.90	-5.37	0.77	-5.37	0.77	-0.14	-0.14	-29.73	-123.32	48.66	0.11	0.18	0.96	0.01	0.03	15.05	0.05	15.01	-0.00
10.91	-5.31	0.75	-5.31	0.75	-0.14	-0.14	-29.09	-123.32	49.37	0.11	0.18	0.95	0.01	0.03	14.74	0.05	14.69	-0.00
10.92	-5.25	0.73	-5.25	0.73	-0.14	-0.14	-28.48	-123.32	50.23	0.11	0.19	0.95	0.01	0.04	14.43	0.05	14.38	-0.00
10.93	-5.19	0.72	-5.19	0.72	-0.14	-0.14	-27.89	-123.32	51.21	0.11	0.20	0.95	0.01	0.04	14.14	0.05	14.09	-0.00
10.94	-5.13	0.70	-5.13	0.70	-0.14	-0.14	-27.32	-123.32	52.25	0.11	0.20	0.95	0.01	0.04	13.85	0.05	13.80	-0.00
10.95	-5.08	0.69	-5.08	0.69	-0.14	-0.14	-26.76	-123.32	53.31	0.11	0.21	0.94	0.01	0.04	13.57	0.05	13.52	-0.00
10.96	-5.02	0.67	-5.02	0.67	-0.13	-0.13	-26.22	-123.32	54.30	0.11	0.22	0.94	0.01	0.05	13.30	0.05	13.25	-0.01
10.97	-4.97	0.66	-4.97	0.66	-0.13	-0.13	-25.70	-123.32	55.15	0.11	0.22	0.94	0.01	0.05	13.04	0.05	12.99	-0.01
10.98	-4.91	0.65	-4.91	0.65	-0.13	-0.13	-25.19	-123.32	55.78	0.11	0.23	0.93	0.01	0.05	12.79	0.05	12.74	-0.01
10.99	-4.86	0.63	-4.86	0.63	-0.13	-0.13	-24.70	-123.32	56.13	0.11	0.24	0.93	0.01	0.06	12.54	0.05	12.49	-0.01
11.00	-4.81	0.62	-4.81	0.62	-0.13	-0.13	-24.23	-123.32	56.15	0.11	0.24	0.93	0.01	0.06	12.30	0.05	12.25	-0.01
11.01	-4.76	0.61	-4.76	0.61	-0.13	-0.13	-23.76	-123.32	55.82	0.11	0.25	0.93	0.01	0.06	12.07	0.05	12.02	-0.01
11.02	-4.71	0.59	-4.71	0.59	-0.13	-0.13	-23.31	-123.32	55.15	0.11	0.26	0.92	0.01	0.07	11.84	0.05	11.80	-0.01
11.03	-4.66	0.58	-4.66	0.58	-0.13	-0.13	-22.88	-123.32	54.17	0.11	0.26	0.92	0.01	0.07	11.62	0.05	11.58	-0.01
11.04	-4.62	0.57	-4.62	0.57	-0.12	-0.12	-22.45	-123.32	52.93	0.11	0.27	0.92	0.01	0.07	11.41	0.05	11.37	-0.01
11.05	-4.57	0.56	-4.57	0.56	-0.12	-0.12	-22.04	-123.32	51.51	0.11	0.28	0.91	0.01	0.08	11.20	0.05	11.16	-0.01
11.06	-4.53	0.55	-4.53	0.55	-0.12	-0.12	-21.64	-123.32	49.99	0.10	0.28	0.91	0.01	0.08	11.00	0.05	10.96	-0.01
11.07	-4.48	0.54	-4.48	0.54	-0.12	-0.12	-21.25	-123.32	48.41	0.10	0.29	0.91	0.01	0.08	10.80	0.05	10.77	-0.01
11.08	-4.44	0.53	-4.44	0.53	-0.12	-0.12	-20.87	-123.32	46.86	0.10	0.29	0.90	0.01	0.09	10.61	0.04	10.58	-0.01
11.09	-4.40	0.52	-4.40	0.52	-0.12	-0.12	-20.51	-123.32	45.38	0.10	0.30	0.90	0.01	0.09	10.43	0.04	10.39	-0.01
11.10	-4.35	0.51	-4.35	0.51	-0.12	-0.12	-20.15	-123.32	44.00	0.10	0.31	0.90	0.01	0.09	10.24	0.04	10.21	-0.01
11.11	-4.31	0.50	-4.31	0.50	-0.12	-0.12	-19.80	-123.32	42.75	0.09	0.31	0.89	0.01	0.10	10.07	0.04	10.04	-0.01
11.12	-4.27	0.49	-4.27	0.49	-0.12	-0.12	-19.46	-123.32	41.67	0.09	0.32	0.89	0.01	0.10	9.90	0.04	9.87	-0.01
11.13	-4.23	0.48	-4.23	0.48	-0.11	-0.11	-19.13	-123.32	40.74	0.09	0.33	0.89	0.01	0.11	9.73	0.04	9.70	-0.01
11.14	-4.19	0.47	-4.19	0.47	-0.11	-0.11	-18.81	-123.32	39.99	0.09	0.33	0.88	0.01	0.11	9.57	0.04	9.54	-0.01
11.15	-4.15	0.47	-4.15	0.47	-0.11	-0.11	-18.49	-123.32	39.42	0.09	0.34	0.88	0.01	0.11	9.41	0.03	9.38	-0.01
11.16	-4.12	0.46	-4.12	0.46	-0.11	-0.11	-18.19	-123.32	39.03	0.09	0.34	0.87	0.01	0.12	9.26	0.03	9.23	-0.01
11.17	-4.08	0.45	-4.08	0.45	-0.11	-0.11	-17.89	-123.32	38.83	0.09	0.35	0.87	0.01	0.12	9.11	0.03	9.08	-0.01
11.18	-4.04	0.44	-4.04	0.44	-0.11	-0.11	-17.60	-123.32	38.80	0.09	0.36	0.87	0.01	0.13	8.96	0.03	8.93	-0.01
11.19	-4.01	0.43	-4.01	0.43	-0.11	-0.11	-17.31	-123.32	38.96	0.09	0.36	0.86	0.01	0.13	8.82	0.04	8.79	-0.01
11.20	-3.97	0.43	-3.97	0.43	-0.11	-0.11	-17.04	-123.32	39.31	0.09	0.37	0.86	0.01	0.14	8.68	0.04	8.65	-0.01
11.21	-3.94	0.42	-3.94	0.42	-0.11	-0.11	-16.77	-123.32	39.84	0.09	0.37	0.85	0.01	0.14	8.54	0.04	8.52	-0.01
11.22	-3.90	0.41	-3.90	0.41	-0.11	-0.11	-16.50	-123.32	40.58	0.09	0.38	0.85	0.01	0.14	8.41	0.04	8.39	-0.01
11.23	-3.87	0.41	-3.87	0.41	-0.11	-0.11	-16.25	-123.32	41.51	0.09	0.38	0.84	0.01	0.15	8.29	0.04	8.26	-0.01
11.24	-3.84	0.40	-3.84	0.40	-0.10	-0.10	-16.00	-123.32	42.65	0.10	0.39	0.84	0.01	0.15	8.16	0.04	8.13	-0.01
11.25	-3.80	0.39	-3.80	0.39	-0.10	-0.10	-15.75	-123.32	44.00	0.10	0.40	0.83	0.01	0.16	8.04	0.04	8.01	-0.01
11.26	-3.77	0.39	-3.77	0.39	-0.10	-0.10	-15.51	-123.32	45.57	0.10	0.40	0.83	0.01	0.16	7.92	0.04	7.89	-0.01
11.27	-3.74	0.38	-3.74	0.38	-0.10	-0.10	-15.28	-123.32	47.37	0.10	0.41	0.82	0.01	0.17	7.80	0.05	7.77	-0.02
11.28	-3.71	0.38	-3.71	0.38	-0.10	-0.10	-15.05	-123.32	49.39	0.10	0.41	0.82	0.01	0.17	7.69	0.05	7.66	-0.02
11.29	-3.68	0.37	-3.68	0.37	-0.10	-0.10	-14.83	-123.32	51.65	0.11	0.42	0.81	0.01	0.17	7.58	0.05	7.55	-0.02
11.30	-3.65	0.36	-3.65	0.36	-0.10	-0.10	-14.61	-123.32	54.13	0.11	0.42	0.81	0.01	0.18	7.47	0.05	7.44	-0.02
11.31	-3.62	0.36	-3.62	0.36	-0.10	-0.10	-14.40	-123.32	56.81	0.11	0.43	0.81	0.01	0.18	7.36	0.05	7.33	-0.02
11.32	-3.59	0.35	-3.59	0.35	-0.10	-0.10	-14.19	-123.32	59.67	0.11	0.43	0.80	0.01	0.19	7.26	0.05	7.23	-0.02
11.33	-3.56	0.35	-3.56	0.35	-0.10	-0.10	-13.99	-123.32	62.67	0.11	0.44	0.80	0.01	0.19	7.16	0.05	7.12	-0.02
11.34	-3.53	0.34	-3.53	0.34	-0.10	-0.10	-13.79	-123.32	65.75	0.11	0.44	0.79	0.01	0.20	7.06	0.05	7.02	-0.02
11.35	-3.51	0.34	-3.51	0.34	-0.10	-0.10	-13.59	-123.32	68.83	0.11	0.45	0.79	0.01	0.20	6.96	0.06	6.93	-0.02
11.36	-3.48	0.33	-3.48	0.33	-0.10	-0.10	-13.40	-123.32	71.81	0.11	0.45	0.78	0.01	0.20	6.86	0.06	6.83	-0.02
11.37	-3.45	0.33	-3.45	0.33	-0.09	-0.09	-13.21	-123.32	74.56	0.11	0.46	0.78	0.01	0.21	6.77	0.06	6.74	-0.02
11.38	-3.42	0.32	-3.42	0.32	-0.09	-0.09	-13.03	-123.32	76.97	0.11	0.46	0.77	0.01	0.21	6.68	0.06	6.65	-0.02
11.39	-3.40	0.32	-3.40	0.32	-0.09	-0.09	-12.85	-123.32	78.90	0.11	0.47	0.77	0.01	0.22	6.59	0.06	6.56	-0.02
11.40	-3.37	0.31	-3.37	0.31	-0.09	-0.09	-12.68	-123.32	80.23	0.11	0.47	0.76	0.01	0.22	6.50	0.06	6.47	-0.03
11.41	-3.35	0.31	-3.35	0.31	-0.09	-0.09	-12.51	-123.32	80.87	0.11	0.48	0.76	0.01	0.23	6.41	0.06	6.38	-0.03
11.42	-3.32	0.30	-3.32	0.30	-0.09	-0.09	-12.34	-123.32	80.77	0.11	0.48	0.76	0.01	0.23	6.33	0.06	6.30	-0.03
11.43	-3.30	0.30	-3.30	0.30	-0.09	-0.09	-12.18	-123.32	79.94	0.11	0.49	0.75	0.01	0.24	6.25	0.05	6.22	-0.03
11.44	-3.27	0.30	-3.27	0.30	-0.09	-0.09	-12.02	-123.32	78.42	0.11	0.49	0.75	0.01	0.24	6.16	0.05	6.14	-0.03
11.45	-3.25	0.29	-3.25	0.29	-0.09	-0.09	-11.86	-123.32	76.29	0.11	0.49	0.74	0.01	0.24	6.08	0.05	6.06	-0.03
11.46	-3.22	0.29	-3.22	0.29	-0.09	-0.09	-11.70	-123.32	73.67	0.11	0.50	0.74	0.01	0.25	6.01	0.05	5.98	-0.03
11.47	-3.20	0.28	-3.20	0.28	-0.09	-0.09	-11.55	-123.32	70.69	0.11	0.50	0.73	0.01	0.25	5.93	0.05	5.90	-0.03
11.48	-3.18	0.28	-3.18	0.28	-0.09	-0.09	-11.41	-123.32	67.47	0.10	0.51	0.73	0.01	0.26	5.85	0.05	5.83	-0.03
11.49	-3.15	0.28	-3.15	0.28	-0.09	-0.09	-11.26	-123.32	64.14	0.10	0.51	0.73	0.01	0.26	5.78	0.05	5.76	-0.02
11.50	-3.13	0.27	-3.13	0.27	-0.09	-0.09	-11.12	-123.32	60.78	0.10	0.52	0.72	0.01	0.27	5.71	0.04	5.69	-0.02
11.51	-3.11	0.27	-3.11	0.27	-0.09	-0.09	-10.98	-123.32	57.48	0.10	0.52	0.72	0.01	0.27	5.64	0.04	5.62	-0.02
11.52	-3.09	0.26	-3.09	0.26	-0.09	-0.09	-10.84	-123.32	54.29	0.10	0.53	0.71	0.01	0.28	5.57	0.04	5.55	-0.02
11.53	-3.07	0.26	-3.07	0.26	-0.09	-0.09	-10.71	-123.32	51.26	0.09	0.53	0.71	0.01	0.28	5.50	0.04	5.48	-0.02
11.54	-3.04	0.26	-3.04	0.26	-0.08	-0.08	-10.58	-123.32	48.41	0.09	0.53	0.71	0.01	0.29	5.43	0.04	5.41	-0.02
11.55	-3.02	0.25	-3.02	0.25	-0.08	-0.08	-10.45	-123.32	45.75	0.09	0.54	0.70	0.01	0.29	5.36	0.04	5.35	-0.02
11.56	-3.00	0.25	-3.00	0.25	-0.08	-0.08	-10.32	-123.32	43.28	0.09	0.54	0.70	0.01	0.29	5.30	0.03	5.29	-0.02
11.57	-2.98	0.25	-2.98	0.25	-0.08	-0.08	-10.19	-123.32	41.01	0.08	0.55	0.69	0.01	0.30	5.24	0.03	5.22	-0.02
11.58	-2.96	0.24	-2.96	0.24	-0.08	-0.08	-10.07	-123.32	38.93	0.08	0.55	0.69	0.01	0.30	5.17	0.03	5.16	-0.02
11.59	-2.94	0.24	-2.94	0.24	-0.08	-0.08	-9.95	-123.32	37.02	0.08	0.55	0.69	0.01	0.31	5.11	0.03	5.10	-0.02
11.60	-2.92	0.24	-2.92	0.24	-0.08	-0.08	-9.84	-123.32	35.28	0.08	0.56	0.68	0.01	0.31	5.05	0.03	5.04	-0.02
11.61	-2.90	0.24	-2.90	0.24	-0.08	-0.08	-9.72	-123.32	33.70	0.07	0.56	0.68	0.01	0.32	4.99	0.02	4.98	-0.02
11.62	-2.88	0.23	-2.88	0.23	-0.08	-0.08	-9.61	-123.32	32.25	0.07	0.57	0.67	0.01	0.32	4.94	0.02	4.93	-0.01
