f(GHz)	  e'	  e"	  u'	  u"	tan_e	tan_u	  RL	RL_med	 Zin	 S11	 S21	   A	   R	   T	 SEt	 SEr	 SEa	SEmr
9.95	0.04	0.08	0.04	0.08	1.94	1.94	-2.96	-0.32	8.52	0.81	0.10	0.34	0.65	0.01	20.17	4.57	15.75	-0.15
9.96	0.04	0.09	0.04	0.09	2.32	2.32	-3.16	-0.32	9.06	0.80	0.10	0.36	0.63	0.01	20.03	4.36	15.81	-0.15
9.97	0.03	0.09	0.03	0.09	2.88	2.88	-3.35	-0.32	9.56	0.79	0.10	0.37	0.62	0.01	19.90	4.18	15.86	-0.14
9.98	0.03	0.10	0.03	0.10	3.80	3.80	-3.51	-0.32	9.99	0.78	0.10	0.38	0.61	0.01	19.81	4.04	15.91	-0.14
9.99	0.02	0.10	0.02	0.10	5.58	5.58	-3.63	-0.32	10.33	0.77	0.10	0.39	0.60	0.01	19.74	3.93	15.95	-0.13
10.00	0.01	0.10	0.01	0.10	10.46	10.46	-3.72	-0.32	10.54	0.77	0.10	0.40	0.59	0.01	19.70	3.86	15.97	-0.13
10.01	0.00	0.11	0.00	0.11	83.53	83.53	-3.75	-0.32	10.63	0.77	0.10	0.40	0.59	0.01	19.68	3.83	15.98	-0.13
10.02	-0.01	0.10	-0.01	0.10	-13.97	-13.97	-3.73	-0.32	10.58	0.77	0.10	0.40	0.59	0.01	19.68	3.84	15.97	-0.13
10.03	-0.02	0.10	-0.02	0.10	-6.45	-6.45	-3.66	-0.32	10.40	0.77	0.10	0.40	0.59	0.01	19.71	3.89	15.95	-0.13
10.04	-0.02	0.10	-0.02	0.10	-4.19	-4.19	-3.55	-0.32	10.10	0.77	0.10	0.39	0.60	0.01	19.76	3.98	15.91	-0.13
10.05	-0.03	0.10	-0.03	0.10	-3.11	-3.11	-3.40	-0.32	9.70	0.78	0.10	0.38	0.61	0.01	19.83	4.11	15.86	-0.14
10.06	-0.04	0.09	-0.04	0.09	-2.47	-2.47	-3.22	-0.32	9.22	0.79	0.10	0.36	0.63	0.01	19.94	4.28	15.80	-0.14
10.07	-0.04	0.08	-0.04	0.08	-2.05	-2.05	-3.03	-0.32	8.69	0.80	0.10	0.35	0.64	0.01	20.06	4.47	15.74	-0.15
10.08	-0.05	0.08	-0.05	0.08	-1.75	-1.75	-2.83	-0.32	8.14	0.81	0.10	0.33	0.66	0.01	20.21	4.69	15.68	-0.16
10.09	-0.05	0.07	-0.05	0.07	-1.53	-1.53	-2.63	-0.32	7.58	0.82	0.09	0.31	0.68	0.01	20.38	4.93	15.61	-0.16
10.10	-0.05	0.07	-0.05	0.07	-1.36	-1.36	-2.43	-0.32	7.02	0.84	0.09	0.29	0.70	0.01	20.58	5.20	15.55	-0.17
10.11	-0.05	0.06	-0.05	0.06	-1.22	-1.22	-2.24	-0.32	6.49	0.85	0.09	0.28	0.72	0.01	20.79	5.47	15.49	-0.18
10.12	-0.05	0.06	-0.05	0.06	-1.11	-1.11	-2.07	-0.32	5.99	0.86	0.09	0.26	0.73	0.01	21.01	5.75	15.44	-0.18
10.13	-0.05	0.05	-0.05	0.05	-1.01	-1.01	-1.90	-0.32	5.52	0.87	0.08	0.24	0.75	0.01	21.25	6.05	15.39	-0.19
10.14	-0.05	0.05	-0.05	0.05	-0.94	-0.94	-1.75	-0.32	5.09	0.88	0.08	0.23	0.77	0.01	21.49	6.35	15.34	-0.20
10.15	-0.05	0.04	-0.05	0.04	-0.87	-0.87	-1.61	-0.32	4.69	0.89	0.08	0.21	0.78	0.01	21.75	6.65	15.30	-0.20
10.16	-0.05	0.04	-0.05	0.04	-0.81	-0.81	-1.49	-0.32	4.32	0.89	0.08	0.20	0.80	0.01	22.00	6.95	15.27	-0.21
10.17	-0.05	0.04	-0.05	0.04	-0.76	-0.76	-1.37	-0.32	3.99	0.90	0.08	0.18	0.81	0.01	22.26	7.25	15.23	-0.21
10.18	-0.05	0.04	-0.05	0.04	-0.72	-0.72	-1.27	-0.32	3.69	0.91	0.07	0.17	0.82	0.01	22.53	7.55	15.20	-0.22
10.19	-0.05	0.03	-0.05	0.03	-0.68	-0.68	-1.18	-0.32	3.41	0.91	0.07	0.16	0.84	0.00	22.79	7.84	15.17	-0.22
10.20	-0.05	0.03	-0.05	0.03	-0.64	-0.64	-1.09	-0.32	3.17	0.92	0.07	0.15	0.85	0.00	23.05	8.13	15.15	-0.23
10.21	-0.05	0.03	-0.05	0.03	-0.61	-0.61	-1.01	-0.32	2.94	0.93	0.07	0.14	0.86	0.00	23.31	8.42	15.12	-0.23
10.22	-0.04	0.03	-0.04	0.03	-0.58	-0.58	-0.94	-0.32	2.74	0.93	0.06	0.13	0.87	0.00	23.57	8.70	15.10	-0.24
10.23	-0.04	0.02	-0.04	0.02	-0.55	-0.55	-0.88	-0.32	2.55	0.93	0.06	0.12	0.87	0.00	23.82	8.98	15.08	-0.24
10.24	-0.04	0.02	-0.04	0.02	-0.53	-0.53	-0.82	-0.32	2.38	0.94	0.06	0.12	0.88	0.00	24.07	9.25	15.06	-0.24
10.25	-0.04	0.02	-0.04	0.02	-0.51	-0.51	-0.77	-0.32	2.23	0.94	0.06	0.11	0.89	0.00	24.32	9.52	15.05	-0.24
10.26	-0.04	0.02	-0.04	0.02	-0.49	-0.49	-0.72	-0.32	2.08	0.95	0.06	0.10	0.89	0.00	24.56	9.78	15.03	-0.25
10.27	-0.04	0.02	-0.04	0.02	-0.47	-0.47	-0.68	-0.32	1.96	0.95	0.06	0.10	0.90	0.00	24.80	10.03	15.02	-0.25
10.28	-0.04	0.02	-0.04	0.02	-0.45	-0.45	-0.63	-0.32	1.84	0.95	0.05	0.09	0.91	0.00	25.03	10.28	15.00	-0.25
10.29	-0.04	0.02	-0.04	0.02	-0.44	-0.44	-0.60	-0.32	1.73	0.95	0.05	0.09	0.91	0.00	25.26	10.53	14.99	-0.25
10.30	-0.04	0.02	-0.04	0.02	-0.42	-0.42	-0.56	-0.32	1.63	0.96	0.05	0.08	0.92	0.00	25.49	10.77	14.98	-0.26
10.31	-0.04	0.01	-0.04	0.01	-0.41	-0.41	-0.53	-0.32	1.54	0.96	0.05	0.08	0.92	0.00	25.71	11.00	14.97	-0.26
10.32	-0.03	0.01	-0.03	0.01	-0.39	-0.39	-0.50	-0.32	1.46	0.96	0.05	0.07	0.92	0.00	25.93	11.23	14.96	-0.26
10.33	-0.03	0.01	-0.03	0.01	-0.38	-0.38	-0.48	-0.32	1.38	0.96	0.05	0.07	0.93	0.00	26.14	11.45	14.95	-0.26
10.34	-0.03	0.01	-0.03	0.01	-0.37	-0.37	-0.45	-0.32	1.31	0.97	0.05	0.07	0.93	0.00	26.35	11.67	14.94	-0.26
10.35	-0.03	0.01	-0.03	0.01	-0.36	-0.36	-0.43	-0.32	1.24	0.97	0.05	0.06	0.94	0.00	26.55	11.89	14.93	-0.26
10.36	-0.03	0.01	-0.03	0.01	-0.35	-0.35	-0.41	-0.32	1.18	0.97	0.04	0.06	0.94	0.00	26.75	12.10	14.92	-0.27
10.37	-0.03	0.01	-0.03	0.01	-0.34	-0.34	-0.39	-0.32	1.12	0.97	0.04	0.06	0.94	0.00	26.95	12.30	14.92	-0.27
10.38	-0.03	0.01	-0.03	0.01	-0.33	-0.33	-0.37	-0.32	1.07	0.97	0.04	0.05	0.94	0.00	27.14	12.50	14.91	-0.27
10.39	-0.03	0.01	-0.03	0.01	-0.32	-0.32	-0.35	-0.32	1.02	0.97	0.04	0.05	0.95	0.00	27.33	12.70	14.90	-0.27
10.40	-0.03	0.01	-0.03	0.01	-0.31	-0.31	-0.34	-0.32	0.97	0.97	0.04	0.05	0.95	0.00	27.52	12.89	14.90	-0.27
10.41	-0.03	0.01	-0.03	0.01	-0.31	-0.31	-0.32	-0.32	0.93	0.98	0.04	0.05	0.95	0.00	27.70	13.08	14.89	-0.27
10.42	-0.03	0.01	-0.03	0.01	-0.30	-0.30	-0.31	-0.32	0.89	0.98	0.04	0.05	0.95	0.00	27.88	13.27	14.88	-0.27
10.43	-0.03	0.01	-0.03	0.01	-0.29	-0.29	-0.29	-0.32	0.85	0.98	0.04	0.04	0.95	0.00	28.05	13.45	14.88	-0.27
10.44	-0.03	0.01	-0.03	0.01	-0.28	-0.28	-0.28	-0.32	0.81	0.98	0.04	0.04	0.96	0.00	28.22	13.62	14.87	-0.27
10.45	-0.03	0.01	-0.03	0.01	-0.28	-0.28	-0.27	-0.32	0.78	0.98	0.04	0.04	0.96	0.00	28.39	13.80	14.87	-0.28
10.46	-0.03	0.01	-0.03	0.01	-0.27	-0.27	-0.26	-0.32	0.75	0.98	0.04	0.04	0.96	0.00	28.55	13.97	14.86	-0.28
10.47	-0.03	0.01	-0.03	0.01	-0.27	-0.27	-0.25	-0.32	0.72	0.98	0.04	0.04	0.96	0.00	28.72	14.14	14.86	-0.28
10.48	-0.02	0.01	-0.02	0.01	-0.26	-0.26	-0.24	-0.32	0.69	0.98	0.03	0.04	0.96	0.00	28.88	14.30	14.85	-0.28
10.49	-0.02	0.01	-0.02	0.01	-0.26	-0.26	-0.23	-0.32	0.66	0.98	0.03	0.03	0.96	0.00	29.03	14.47	14.85	-0.28
10.50	-0.02	0.01	-0.02	0.01	-0.25	-0.25	-0.22	-0.32	0.64	0.98	0.03	0.03	0.97	0.00	29.19	14.62	14.84	-0.28
10.51	-0.02	0.01	-0.02	0.01	-0.25	-0.25	-0.21	-0.32	0.62	0.98	0.03	0.03	0.97	0.00	29.34	14.78	14.84	-0.28
10.52	-0.02	0.01	-0.02	0.01	-0.24	-0.24	-0.21	-0.32	0.59	0.98	0.03	0.03	0.97	0.00	29.48	14.93	14.83	-0.28
10.53	-0.02	0.01	-0.02	0.01	-0.24	-0.24	-0.20	-0.32	0.57	0.98	0.03	0.03	0.97	0.00	29.63	15.08	14.83	-0.28
10.54	-0.02	0.01	-0.02	0.01	-0.23	-0.23	-0.19	-0.32	0.55	0.98	0.03	0.03	0.97	0.00	29.77	15.23	14.82	-0.28
10.55	-0.02	0.00	-0.02	0.00	-0.23	-0.23	-0.19	-0.32	0.53	0.99	0.03	0.03	0.97	0.00	29.91	15.38	14.82	-0.28
10.56	-0.02	0.00	-0.02	0.00	-0.22	-0.22	-0.18	-0.32	0.52	0.99	0.03	0.03	0.97	0.00	30.05	15.52	14.82	-0.28
10.57	-0.02	0.00	-0.02	0.00	-0.22	-0.22	-0.17	-0.32	0.50	0.99	0.03	0.03	0.97	0.00	30.19	15.66	14.81	-0.28
10.58	-0.02	0.00	-0.02	0.00	-0.22	-0.22	-0.17	-0.32	0.48	0.99	0.03	0.03	0.97	0.00	30.32	15.80	14.81	-0.28
10.59	-0.02	0.00	-0.02	0.00	-0.21	-0.21	-0.16	-0.32	0.47	0.99	0.03	0.02	0.97	0.00	30.45	15.94	14.80	-0.28
10.60	-0.02	0.00	-0.02	0.00	-0.21	-0.21	-0.16	-0.32	0.45	0.99	0.03	0.02	0.98	0.00	30.58	16.07	14.80	-0.29
10.61	-0.02	0.00	-0.02	0.00	-0.21	-0.21	-0.15	-0.32	0.44	0.99	0.03	0.02	0.98	0.00	30.71	16.20	14.80	-0.29
10.62	-0.02	0.00	-0.02	0.00	-0.20	-0.20	-0.15	-0.32	0.43	0.99	0.03	0.02	0.98	0.00	30.84	16.33	14.79	-0.29
10.63	-0.02	0.00	-0.02	0.00	-0.20	-0.20	-0.14	-0.32	0.41	0.99	0.03	0.02	0.98	0.00	30.96	16.46	14.79	-0.29
10.64	-0.02	0.00	-0.02	0.00	-0.20	-0.20	-0.14	-0.32	0.40	0.99	0.03	0.02	0.98	0.00	31.08	16.59	14.79	-0.29
10.65	-0.02	0.00	-0.02	0.00	-0.19	-0.19	-0.13	-0.32	0.39	0.99	0.03	0.02	0.98	0.00	31.20	16.71	14.78	-0.29
10.66	-0.02	0.00	-0.02	0.00	-0.19	-0.19	-0.13	-0.32	0.38	0.99	0.03	0.02	0.98	0.00	31.32	16.83	14.78	-0.29
10.67	-0.02	0.00	-0.02	0.00	-0.19	-0.19	-0.13	-0.32	0.37	0.99	0.03	0.02	0.98	0.00	31.44	16.95	14.78	-0.29
10.68	-0.02	0.00	-0.02	0.00	-0.18	-0.18	-0.12	-0.32	0.36	0.99	0.03	0.02	0.98	0.00	31.56	17.07	14.77	-0.29
10.69	-0.02	0.00	-0.02	0.00	-0.18	-0.18	-0.12	-0.32	0.35	0.99	0.03	0.02	0.98	0.00	31.67	17.19	14.77	-0.29
10.70	-0.02	0.00	-0.02	0.00	-0.18	-0.18	-0.12	-0.32	0.34	0.99	0.02	0.02	0.98	0.00	31.78	17.30	14.77	-0.29
10.71	-0.02	0.00	-0.02	0.00	-0.18	-0.18	-0.11	-0.32	0.33	0.99	0.02	0.02	0.98	0.00	31.89	17.42	14.76	-0.29
10.72	-0.02	0.00	-0.02	0.00	-0.17	-0.17	-0.11	-0.32	0.32	0.99	0.02	0.02	0.98	0.00	32.00	17.53	14.76	-0.29
10.73	-0.02	0.00	-0.02	0.00	-0.17	-0.17	-0.11	-0.32	0.31	0.99	0.02	0.02	0.98	0.00	32.11	17.64	14.76	-0.29
10.74	-0.02	0.00	-0.02	0.00	-0.17	-0.17	-0.11	-0.32	0.30	0.99	0.02	0.02	0.98	0.00	32.21	17.75	14.75	-0.29
10.75	-0.02	0.00	-0.02	0.00	-0.17	-0.17	-0.10	-0.32	0.30	0.99	0.02	0.02	0.98	0.00	32.32	17.86	14.75	-0.29
10.76	-0.02	0.00	-0.02	0.00	-0.17	-0.17	-0.10	-0.32	0.29	0.99	0.02	0.02	0.98	0.00	32.42	17.96	14.75	-0.29
10.77	-0.02	0.00	-0.02	0.00	-0.16	-0.16	-0.10	-0.32	0.28	0.99	0.02	0.02	0.98	0.00	32.52	18.07	14.74	-0.29
10.78	-0.02	0.00	-0.02	0.00	-0.16	-0.16	-0.10	-0.32	0.27	0.99	0.02	0.01	0.98	0.00	32.62	18.17	14.74	-0.29
10.79	-0.02	0.00	-0.02	0.00	-0.16	-0.16	-0.09	-0.32	0.27	0.99	0.02	0.01	0.99	0.00	32.72	18.28	14.74	-0.29
10.80	-0.02	0.00	-0.02	0.00	-0.16	-0.16	-0.09	-0.32	0.26	0.99	0.02	0.01	0.99	0.00	32.82	18.38	14.74	-0.29
10.81	-0.01	0.00	-0.01	0.00	-0.16	-0.16	-0.09	-0.32	0.26	0.99	0.02	0.01	0.99	0.00	32.92	18.48	14.73	-0.29
10.82	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.09	-0.32	0.25	0.99	0.02	0.01	0.99	0.00	33.01	18.57	14.73	-0.29
10.83	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.08	-0.32	0.24	0.99	0.02	0.01	0.99	0.00	33.11	18.67	14.73	-0.29
10.84	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.08	-0.32	0.24	0.99	0.02	0.01	0.99	0.00	33.20	18.77	14.72	-0.29
10.85	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.08	-0.32	0.23	0.99	0.02	0.01	0.99	0.00	33.29	18.86	14.72	-0.29
10.86	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.08	-0.32	0.23	0.99	0.02	0.01	0.99	0.00	33.38	18.96	14.72	-0.29
10.87	-0.01	0.00	-0.01	0.00	-0.15	-0.15	-0.08	-0.32	0.22	0.99	0.02	0.01	0.99	0.00	33.47	19.05	14.72	-0.29
10.88	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.08	-0.32	0.22	0.99	0.02	0.01	0.99	0.00	33.56	19.14	14.71	-0.29
10.89	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.07	-0.32	0.21	0.99	0.02	0.01	0.99	0.00	33.65	19.23	14.71	-0.29
10.90	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.07	-0.32	0.21	0.99	0.02	0.01	0.99	0.00	33.74	19.32	14.71	-0.30
10.91	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.07	-0.32	0.20	0.99	0.02	0.01	0.99	0.00	33.82	19.41	14.71	-0.30
10.92	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.07	-0.32	0.20	0.99	0.02	0.01	0.99	0.00	33.91	19.50	14.70	-0.30
10.93	-0.01	0.00	-0.01	0.00	-0.14	-0.14	-0.07	-0.32	0.20	0.99	0.02	0.01	0.99	0.00	33.99	19.59	14.70	-0.30
10.94	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.07	-0.32	0.19	0.99	0.02	0.01	0.99	0.00	34.07	19.67	14.70	-0.30
10.95	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.07	-0.32	0.19	0.99	0.02	0.01	0.99	0.00	34.16	19.76	14.70	-0.30
10.96	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.18	0.99	0.02	0.01	0.99	0.00	34.24	19.84	14.69	-0.30
10.97	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.18	0.99	0.02	0.01	0.99	0.00	34.32	19.92	14.69	-0.30
10.98	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.18	0.99	0.02	0.01	0.99	0.00	34.40	20.00	14.69	-0.30
10.99	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.17	1.00	0.02	0.01	0.99	0.00	34.48	20.09	14.69	-0.30
11.00	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.17	1.00	0.02	0.01	0.99	0.00	34.55	20.17	14.68	-0.30
11.01	-0.01	0.00	-0.01	0.00	-0.13	-0.13	-0.06	-0.32	0.17	1.00	0.02	0.01	0.99	0.00	34.63	20.25	14.68	-0.30
11.02	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.06	-0.32	0.16	1.00	0.02	0.01	0.99	0.00	34.71	20.33	14.68	-0.30
11.03	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.06	-0.32	0.16	1.00	0.02	0.01	0.99	0.00	34.78	20.40	14.68	-0.30
11.04	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.06	-0.32	0.16	1.00	0.02	0.01	0.99	0.00	34.86	20.48	14.67	-0.30
11.05	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.16	1.00	0.02	0.01	0.99	0.00	34.93	20.56	14.67	-0.30
11.06	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.15	1.00	0.02	0.01	0.99	0.00	35.00	20.63	14.67	-0.30
11.07	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.15	1.00	0.02	0.01	0.99	0.00	35.08	20.71	14.67	-0.30
11.08	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.15	1.00	0.02	0.01	0.99	0.00	35.15	20.78	14.67	-0.30
11.09	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.14	1.00	0.02	0.01	0.99	0.00	35.22	20.86	14.66	-0.30
11.10	-0.01	0.00	-0.01	0.00	-0.12	-0.12	-0.05	-0.32	0.14	1.00	0.02	0.01	0.99	0.00	35.29	20.93	14.66	-0.30
11.11	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.05	-0.32	0.14	1.00	0.02	0.01	0.99	0.00	35.36	21.00	14.66	-0.30
11.12	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.05	-0.32	0.14	1.00	0.02	0.01	0.99	0.00	35.43	21.07	14.66	-0.30
11.13	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.05	-0.32	0.14	1.00	0.02	0.01	0.99	0.00	35.50	21.14	14.65	-0.30
11.14	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.05	-0.32	0.13	1.00	0.02	0.01	0.99	0.00	35.57	21.21	14.65	-0.30
11.15	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.05	-0.32	0.13	1.00	0.02	0.01	0.99	0.00	35.63	21.28	14.65	-0.30
11.16	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.13	1.00	0.02	0.01	0.99	0.00	35.70	21.35	14.65	-0.30
11.17	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.13	1.00	0.02	0.01	0.99	0.00	35.77	21.42	14.65	-0.30
11.18	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	35.83	21.49	14.64	-0.30
11.19	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	35.90	21.56	14.64	-0.30
11.20	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	35.96	21.62	14.64	-0.30
11.21	-0.01	0.00	-0.01	0.00	-0.11	-0.11	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	36.02	21.69	14.64	-0.30
11.22	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	36.09	21.75	14.64	-0.30
11.23	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.12	1.00	0.02	0.01	0.99	0.00	36.15	21.82	14.63	-0.30
11.24	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.21	21.88	14.63	-0.30
11.25	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.27	21.95	14.63	-0.30
11.26	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.33	22.01	14.63	-0.30
11.27	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.39	22.07	14.62	-0.30
11.28	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.45	22.13	14.62	-0.30
11.29	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.11	1.00	0.01	0.01	0.99	0.00	36.51	22.20	14.62	-0.30
11.30	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.57	22.26	14.62	-0.30
11.31	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.04	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.63	22.32	14.62	-0.30
11.32	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.03	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.69	22.38	14.61	-0.30
11.33	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.03	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.75	22.44	14.61	-0.30
11.34	-0.01	0.00	-0.01	0.00	-0.10	-0.10	-0.03	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.80	22.50	14.61	-0.30
11.35	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.86	22.56	14.61	-0.30
11.36	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.10	1.00	0.01	0.01	0.99	0.00	36.92	22.61	14.61	-0.30
11.37	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.01	0.99	0.00	36.97	22.67	14.60	-0.30
11.38	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.01	0.99	0.00	37.03	22.73	14.60	-0.30
11.39	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.01	0.99	0.00	37.08	22.79	14.60	-0.30
11.40	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.01	0.99	0.00	37.14	22.84	14.60	-0.30
11.41	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.00	0.99	0.00	37.19	22.90	14.60	-0.31
11.42	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.00	0.99	0.00	37.25	22.96	14.60	-0.31
11.43	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.00	1.00	0.00	37.30	23.01	14.59	-0.31
11.44	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.09	1.00	0.01	0.00	1.00	0.00	37.35	23.07	14.59	-0.31
11.45	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.40	23.12	14.59	-0.31
11.46	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.46	23.17	14.59	-0.31
11.47	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.51	23.23	14.59	-0.31
11.48	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.56	23.28	14.58	-0.31
11.49	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.61	23.33	14.58	-0.31
11.50	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.66	23.39	14.58	-0.31
11.51	-0.01	0.00	-0.01	0.00	-0.09	-0.09	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.71	23.44	14.58	-0.31
11.52	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.76	23.49	14.58	-0.31
11.53	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.81	23.54	14.57	-0.31
11.54	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.08	1.00	0.01	0.00	1.00	0.00	37.86	23.59	14.57	-0.31
11.55	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	37.91	23.64	14.57	-0.31
11.56	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	37.96	23.69	14.57	-0.31
11.57	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.03	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.00	23.75	14.57	-0.31
11.58	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.05	23.79	14.57	-0.31
11.59	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.10	23.84	14.56	-0.31
11.60	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.15	23.89	14.56	-0.31
11.61	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.19	23.94	14.56	-0.31
11.62	-0.01	0.00	-0.01	0.00	-0.08	-0.08	-0.02	-0.32	0.07	1.00	0.01	0.00	1.00	0.00	38.24	23.99	14.56	-0.31
